Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,1,ICICI BANK,Construction of CC road from Sunil Dash house to towards Sibu house in Ward No.1,Construction of CC road from Sunil Dash house to towards Sibu house in Ward No.1,Please refer Tender documents. ,NA ,"1,64,453",Civil Works - Others,NA ,Tender,120.0,30.0,NAC Barpali,768029.0,NA ,NA ,NA ,"O/o of the NAC, Barpali",No ,No,Municipal Bodies||Barpali NAC,EOBRP/03/2022-23,2023_ORULB_87165_21,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,645",Yes,percentage,1.0%,Nil,Nil,23-Mar-2023 11:00 AM,05-Apr-2023 11:00 AM,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,03-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,"Executive Officer, NAC, Barpali","O/o of the NAC, Barpali Dist.-Bargarh, Pin-768029",600.0,0.0,Nil,Nil,No,AOC,Municipal Bodies||Barpali NAC,2023_ORULB_87165_21,EOBRP/03/2022-23,Construction of CC road from Sunil Dash house to towards Sibu house in Ward No.1,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,15-Sep-2023 12:56 PM,finsummary_432065.pdf (1169.34 KB),Finance,TWO NOS OF BIDDER HAS PARTICIPATE,Bhuban Kumar Satpathy,05-Apr-2023 01:37 PM,,BOQ Comparative Chart,1.0,2108486.0,PRATIMA PANDA,INR,"164,451.15",1,2108479,ARABINDA BABU,02-Apr-2023 09:23 PM,Rejected-AOC,Accepted,04-Oct-2023 11:22 AM,27-Sep-2023,"INR 164,451",30.0,Bhuban Kumar Satpathy,04-Oct-2023 11:20 AM,AOC.pdf (160.00 KB),Work order Issued,"E.O, NAC, Barpali",Internal,"Executive Officer, Municipal Engineer, Addl. Tahasildar, Barpali, Sub-Treasury Officer, Barpali",Bhuban Kumar Satpathy,12-Jul-2023 01:11 PM,techsummary_432065.pdf (1169.34 KB),AOC
,,.pdf,"Bid Cost, EMD, Registration Certificate, PAN, GSTN, No Relation Certificate, Affidavit, as per DTCN",2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,2108486,PRATIMA PANDA,02-Apr-2023 09:16 PM,Accepted-AOC,Accepted,04-Oct-2023 11:22 AM,,,,,,,,,,,,,,AOC
