Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||EE RWSS Divn Puri,2023_RWSS_93160_1,RWSS DIVISION PURI 22 OF 2023-24,"Execution of Rural Piped Water Supply Scheme to Govt ITI, RUA under Purisadar Block in Puri District.",ER.A.BARIK SE,Internal,AEE ESTIMATOR SR DAO RWSS DIVISION PURI,Abhimanyu Barik,06-Oct-2023 03:08 PM,finsummary_453655.pdf (1233.29 KB),Technical,Five bidders are participated in this tender. All are admitted for Technical Bid Evaluation.,Abhimanyu Barik,07-Sep-2023 12:55 PM,,Finance,Out of four bidders SARAT KUMAR SINGH is L1 bidder and admitted.,Abhimanyu Barik,12-Sep-2023 05:37 PM,,BOQ Comparative Chart,06-Oct-2023,"INR 3,422,905.76",90.0,Abhimanyu Barik,06-Oct-2023 03:11 PM,RUA_ITI_WO_AG.pdf (3891.00 KB),1.0,2233982.0,SARAT KUMAR SINGH,INR,"2,909,812",ABHIMANYU BARIK SE,Internal,SRI BIKRAMKESHARI PATTNAIK SR DAO ER. SARMISTHA BALA PRUSTY AEE ESTIMATOR,Abhimanyu Barik,12-Sep-2023 04:47 PM,12-Sep-2023 04:50 PM,techsummary_453655.pdf (879.47 KB),1,2233603,BIKRAM KESHARI PATTANAIK,04-Sep-2023 12:15 PM,Rejected-Technical,He has not furnished required financial turnover as specified in the DTCN Section 1 Clase4.4(A)a.,12-Sep-2023 04:47 PM,AOC,"6,000",0.0,Nil,Nil,Yes,"34,300",Yes,fixed,,Nil,Nil,Rural Water Supply and Sanitation||RWSS Circle Bhubaneswar||EE RWSS Divn Puri,RWSS DIVISION PURI 22 OF 2023-24,2023_RWSS_93160_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"EE, RWSS DIVISION, PURI","O/O EE, RWSS DIVISION, PURI, WATER WORKS ROAD, PURI-752002",1.0,Fee/PreQual/Technical,.pdf,"TENDER PAPER COST, EMD, GSTIN, PAN, REGISTRATION CERTIFICATE AND AFFIDAVIT","Execution of Rural Piped Water Supply Scheme to Govt ITI, RUA under Purisadar Block in Puri District.","Execution of Rural Piped Water Supply Scheme to Govt ITI, RUA under Purisadar Block in Puri District.",Please Refer Tender Documents. ,NA ,"34,22,906",Civil Works - Water Works,NA ,Tender,180.0,90.0,"RUA, PURISADAR, PURI",752002.0,NA ,NA ,NA ,"O/O EE, RWSS DIVISION, PURI",No ,No,1.0,ICICI BANK,24-Aug-2023 05:00 PM,05-Sep-2023 11:30 AM,24-Aug-2023 05:00 PM,04-Sep-2023 05:00 PM,24-Aug-2023 05:00 PM ,31-Aug-2023 05:00 PM ,24-Aug-2023 05:00 PM,04-Sep-2023 05:00 PM,12-Sep-2023 04:50 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2234124,HARIHAR BEHERA,04-Sep-2023 12:45 PM,Rejected-Finance,As L1 bidders rate is accepted hence L3 bidders rate is considered as rejected.,06-Oct-2023 03:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2234696,PARAMANANDA BARAL,04-Sep-2023 03:18 PM,Rejected-Finance,As L1 bidders rate is accepted hence L2 bidders rate is considered as rejected.,06-Oct-2023 03:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2231122,SANTANU KUMAR ROUT,03-Sep-2023 07:20 PM,Rejected-Finance,As L1 bidders rate is accepted hence L4 bidders rate is considered as rejected.,06-Oct-2023 03:08 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2233982,SARAT KUMAR SINGH,04-Sep-2023 02:29 PM,Accepted-AOC,Being L1 Bidder his rate is accepted and awarded.,06-Oct-2023 03:12 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
