Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"Street lighting and Power supply for Ichinda sales Road, Mining chowk to Hanuman chowk at GIOM in the district of Keonjhar","Street lighting and Power supply for Ichinda sales Road, Mining chowk to Hanuman chowk at GIOM in the district of Keonjhar",Please refer Tender documents. ,NA ,"91,61,000",Electrical Works,NA ,Tender,180.0,180.0,"GANDHAMARDAN IRON ORE MINES,ICHINDA",758018.0,NA ,NA ,NA ,Bhubaneswar,No ,No,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,"91,700",Yes,fixed,,Nil,Nil,Orissa Mining Corporation,NIT No.10 /OMC/CIVIL/2023,2023_OMC_87042_1,Yes,Open Tender,Item Rate,Works,2.0,No,No,Online,No,No,No,"CGM(C), OMC Ltd.","Office of the CGM(C), OMC Ltd., Bhubaneswar",1.0,Fee/PreQual/Technical,.pdf,"RC, EPF Regd.,GSTN,PAN, License issued by ELBO,Affidavits, experience, etc. as per DTCN requirements",17-Mar-2023 06:30 PM,03-Apr-2023 11:00 AM,17-Mar-2023 06:30 PM,31-Mar-2023 05:00 PM,NA ,NA ,17-Mar-2023 06:30 PM,31-Mar-2023 05:00 PM,01-May-2023 05:05 PM,AOC,1.0,2104701.0,DEBASISH KUMAR KAR,INR,"7,787,978.63",R K PANDA,Internal,J N CHANDRA S K BISWAL S P MEHER,Satyajit Jena,09-Oct-2023 06:02 PM,finsummary_431440.pdf (1352.73 KB),Technical,TECHNICAL BID,Durgamadhab Mallik,03-Apr-2023 06:36 PM,,A K PAL,Internal,R K DASH D MOHAPATRA S R PATTNAIK L D BEHERA,Satyajit Jena,01-May-2023 05:03 PM,01-May-2023 05:05 PM,techsummary_431440.pdf (1204.38 KB),1,2106139,ASPIRE CONSTRUCTION,28-Mar-2023 05:17 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,Finance,TWENTY SEVEN FINANCIAL BIDS WERE OPENED,Preeti Kumari,01-May-2023 05:16 PM,,BOQ Comparative Chart,Orissa Mining Corporation,2023_OMC_87042_1,NIT No.10 /OMC/CIVIL/2023,"Street lighting and Power supply for Ichinda sales Road, Mining chowk to Hanuman chowk at GIOM in the district of Keonjhar",09-Oct-2023,"INR 7,787,978.63",180.0,Satyajit Jena,11-Oct-2023 09:57 AM,2023_OMC_87042_1.pdf (773.00 KB),"Street lighting and Power supply for Ichinda sales Road, Mining chowk to Hanuman chowk at GIOM in the district of Keonjhar",AOC
,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,FINANCIAL,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,2107928,AVIJIT MOHANTY,31-Mar-2023 03:26 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,3,2104701,DEBASISH KUMAR KAR,30-Mar-2023 12:21 PM,Accepted-AOC,L1,11-Oct-2023 09:57 AM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,4,2107773,DILLIP KUMAR ROUT,31-Mar-2023 12:51 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,5,2105641,DIVINE ENTERPRISES,31-Mar-2023 11:59 AM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,6,2107817,Gayatri Agency,31-Mar-2023 01:51 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,7,2107304,G-ON ENERGY CONTROLS,30-Mar-2023 09:34 AM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,8,2105082,ICON BUILDERS,27-Mar-2023 07:08 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,9,2107397,Jay Maa Engineering,30-Mar-2023 01:32 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,10,2107550,JUPITER ENGINEERS,30-Mar-2023 09:29 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,11,2107320,MARUTI CONSTRUCTIONS,30-Mar-2023 11:47 AM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
