Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,12,2107727,MESSERS BIRAJA ELECTRICAL AND CONSTRUCTION,31-Mar-2023 11:46 AM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,13,2102828,MESSERS OMM SAI ELECTRICALS,23-Mar-2023 07:19 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,14,2107127,M/s. EASTERN ENGINEERING,29-Mar-2023 05:15 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,15,2107706,M/S ELECTROLITE INDUSTRY,31-Mar-2023 11:25 AM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,16,2107944,M/s Maheswari construction Pro-Amulya kumar sahoo,31-Mar-2023 03:46 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,17,2107798,M/S SARALA ENGINEERING WORKS,31-Mar-2023 02:06 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,18,2107905,M/S SOUDAMINI ELECTRICAL WORKS,31-Mar-2023 03:06 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,19,2102105,M/s.TULSHI ENTERPRISES,27-Mar-2023 09:09 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,20,2105849,NARAYAN MAHANTA,30-Mar-2023 05:57 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,21,2103698,R.S. ENTERPRISE,28-Mar-2023 11:44 AM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,22,2107782,SANJAY KUMAR PATRA,31-Mar-2023 03:25 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,23,2102794,SANSKRUTI ASSOCIATES PRIVATE LIMITED,23-Mar-2023 05:59 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,24,2101487,SHREEROSE WEALTH VENTURES LIMITED,31-Mar-2023 12:58 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,25,2106060,SOUMIT PANDA,28-Mar-2023 04:33 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,26,2107278,SRD ENERGY TREE PVT LTD,29-Mar-2023 10:50 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,27,2105580,UNITED ELECTRICAL CONSTRUCTION,30-Mar-2023 12:12 PM,Rejected-Finance,NOT BEING L-1,09-Oct-2023 06:02 PM,,,,,,,,,,,,,,,,,,AOC
