Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,Executive officer Barbil Municipality,Executive officer Barbil Municipality,"Improvement of road from Sanjay Karua house to Geeta Munda house, Damu hutting, ward No.14","Improvement of road from Sanjay Karua house to Geeta Munda house, Damu hutting, ward No.14",Please refer Tender documents. ,NA ,"5,94,000",Civil Works - Roads,NA ,Tender,45.0,45.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality Office,No ,No,14-Aug-2023 10:00 AM,25-Aug-2023 11:00 AM,14-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,NA ,NA ,14-Aug-2023 10:00 AM,24-Aug-2023 05:00 PM,30-Aug-2023 05:00 PM,"5,940",Yes,percentage,1.0%,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Tender Document as per Tender call Notice,Municipal Bodies||Barbil Municipality,4/2023-24,2023_ORULB_92229_30,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,AOC,Municipal Bodies||Barbil Municipality,2023_ORULB_92229_30,4/2023-24,"Improvement of road from Sanjay Karua house to Geeta Munda house, Damu hutting, ward No.14",Technical,Open,Abhishek Panda,25-Aug-2023 05:50 PM,technical_448272.pdf,Laxman Mahanta,Internal,"AE,ME,EO",Abhishek Panda,09-Oct-2023 03:27 PM,finsummary_448272.pdf (414.34 KB),1.0,2215442.0,PRADEEP NAIK,INR,"576,393.27",1,2214374,GOBINDA CHANDRA MALLICK,23-Aug-2023 05:47 PM,Rejected-Finance,Second,09-Oct-2023 03:27 PM,09-Oct-2023,"INR 576,393.27",45.0,Abhishek Panda,09-Oct-2023 03:28 PM,30w.pdf (254.00 KB),Contact value excluding GST,Laxman Mahanta,Internal,"ME,EO,Accountant, AEE PWD",Abhishek Panda,30-Aug-2023 04:44 PM,30-Aug-2023 05:00 PM,techsummary_448272.pdf (3164.24 KB),Finance,Open,Abhishek Panda,30-Aug-2023 06:32 PM,finance_448272.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,2,2215442,PRADEEP NAIK,24-Aug-2023 11:40 AM,Accepted-AOC,Lowest,09-Oct-2023 03:29 PM,,,,,,,,,,,,,,,,,,,,,AOC
