EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"2,78,138",No,fixed,,Nil,Nil,1,Fee/PreQual/Technical,.pdf,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Point,18-Apr-2023 03:00 PM,02-May-2023 10:00 AM,18-Apr-2023 03:00 PM,01-May-2023 05:00 PM,18-Apr-2023 03:00 PM ,20-Apr-2023 09:00 AM ,18-Apr-2023 03:00 PM,01-May-2023 05:00 PM,29-May-2023 11:00 AM,"5,900",0.0,Nil,Nil,No,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Keonjhar,742.0,2023_OSCSC_88068_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Online,No,No,No,1,ICICI BANK,"CCSO-cum-DM, OSCSC LTD., Keonjhar","Office of the CCSO-cum-DM, OSCSC Ltd., Keonjhar",Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Points of Saharpada Block,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Points of Saharpada Block,Please refer Tender documents. ,NA ,,Handling and Transportation,NA ,Tender,45.0,730.0,Keonjhar,758001.0,"Office of the CCSO-cum-DM, OSCSC Ltd., Keonjhar ","Office of the CCSO-cum-DM, OSCSC Ltd., Keonjhar ",20-Apr-2023 10:00 AM ,"Office of the ADM (Gen.), Keonjhar",No ,No,AOC,10-Oct-2023,"INR 5,562,767",730.0,Basanta Kumar Panda,18-Oct-2023 12:03 PM,AOCLII.pdf (478.00 KB),Collector,Internal,,Basanta Kumar Panda,05-Oct-2023 01:09 PM,finsummary_434759.pdf (164.22 KB),Finance,Proceedings,Basanta Kumar Panda,04-Oct-2023 01:25 PM,finance_434759.pdf,BOQ Comparative Chart,Technical,Both the Bids have been Admitted,Basanta Kumar Panda,23-May-2023 01:45 PM,technical_434759.pdf,1,2127076,M/S SOURENDRA SAHOO,30-Apr-2023 08:43 PM,Rejected-Finance,Rejected,05-Oct-2023 01:09 PM,1.0,2127070.0,SABYA SACHI SAHOO,INR,51.88,Odisha State Civil Supplies Corp. Ltd.||CSO cum DM Keonjhar,2023_OSCSC_88068_1,742.0,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Points of Saharpada Block,Collector Keonjhar,Internal,DLO DSWO RTO CCSO,Basanta Kumar Panda,23-May-2023 02:24 PM,29-May-2023 11:00 AM,techsummary_434759.pdf (271.95 KB),AOC
,,,,,,2,Finance,.xls,Selection and appointment of L-II Transport Contractor to lift the Food grains from RRC to FPS Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2,2127070,SABYA SACHI SAHOO,30-Apr-2023 08:28 PM,Accepted-AOC,Awarded with AOC,18-Oct-2023 12:05 PM,,,,,,,,,,,,,,,,,AOC
