Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
"E.O, NAC, Barpali",Internal,"Executive Officer, Municipal Engineer, Addl. Tahasildar, Barpali, Sub-Treasury Officer, Barpali",Bhuban Kumar Satpathy,12-Jul-2023 01:08 PM,techsummary_432061.pdf (1169.34 KB),27-Oct-2023,"INR 163,358",30.0,Bhuban Kumar Satpathy,04-Oct-2023 10:29 AM,AOC.pdf (166.00 KB),Work order issued to Shaikh Safique,1,2108514,JITEN SUNA,03-Apr-2023 01:55 PM,Rejected-AOC,Accepted,04-Oct-2023 10:43 AM,Finance,TWO NOS OF BIDDER HAS PARTICIPATE,Bhuban Kumar Satpathy,05-Apr-2023 01:28 PM,,BOQ Comparative Chart,1.0,2108521.0,SHAIKH SAFIQUE,INR,"163,359.66",Municipal Bodies||Barpali NAC,2023_ORULB_87165_17,EOBRP/03/2022-23,Repairing of CC road from Laxman Meher house to towards Rajesh Mahananda house in Ward No.4,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,15-Sep-2023 01:06 PM,finsummary_432061.pdf (1169.34 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,600.0,0.0,Nil,Nil,No,Repairing of CC road from Laxman Meher house to towards Rajesh Mahananda house in Ward No.4,Repairing of CC road from Laxman Meher house to towards Rajesh Mahananda house in Ward No.4,Please refer Tender documents. ,NA ,"1,63,358",Civil Works - Others,NA ,Tender,120.0,30.0,NAC Barpali,768029.0,NA ,NA ,NA ,"O/o of the NAC, Barpali",No ,No,1,ICICI BANK,23-Mar-2023 11:00 AM,05-Apr-2023 11:00 AM,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,03-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,Municipal Bodies||Barpali NAC,EOBRP/03/2022-23,2023_ORULB_87165_17,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,634",Yes,percentage,1.0%,Nil,Nil,"Executive Officer, NAC, Barpali","O/o of the NAC, Barpali Dist.-Bargarh, Pin-768029",AOC
,,,,,,,,,,,,,2,2108521,SHAIKH SAFIQUE,03-Apr-2023 01:34 PM,Accepted-AOC,Accepted,04-Oct-2023 10:43 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,"Bid Cost, EMD, Registration Certificate, PAN, GSTN, No Relation Certificate, Affidavit, as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
