Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,06-Oct-2023 02:43 PM,finsummary_442993.pdf (1195.12 KB),Odisha Tourism Devl. Corp.,2023_OTDC_90420_1,BP -I/02/2023-24Dt.21.06.2023,Renovation and Upgradation of Way Side Amenity Centre at Gokarnika in Jajapur Dist.,06-Oct-2023,"INR 4,466,043",90.0,Sunil Kumar Behera,06-Oct-2023 02:47 PM,GokarnikaWo.PDF (1195.00 KB),Renovation and Upgradation of Way Side Amenity Centre at Gokarnika in Jajapur Dist.,1.0,2180896.0,M/S RANJAN KUMAR BEHERA,INR,"4,466,043",Finance,Tender Proceeding,Sunil Kumar Behera,06-Oct-2023 01:27 PM,finance_442993.pdf,BOQ Comparative Chart,1,2181324,ARACHIS ZEPPELIN SERVICES PRIVATE LIMITED,19-Jul-2023 04:31 PM,Rejected-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,06-Oct-2023 02:36 PM,techsummary_442993.pdf (4447.34 KB),AOC,Odisha Tourism Devl. Corp.,BP -I/02/2023-24Dt.21.06.2023,2023_OTDC_90420_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Renovation and Upgradation of Way Side Amenity Centre at Gokarnika in Jajapur Dist.,Renovation and Upgradation of Way Side Amenity Centre at Gokarnika in Jajapur Dist.,Please refer Tender documents. ,NA ,"44,52,000",Civil Works - Others,NA ,Tender,90.0,90.0,Gokarnika in Jajapur Dist.,755001.0,NA ,NA ,NA ,Superintending Engineer(I/C) O.T.D.C Ltd,No ,No,1.0,ICICI BANK,Superintending Engineer(I/C) O.T.D.C Ltd,Superintending Engineer(I/C) O.T.D.C Ltd Lewis road Bhubaneswar.,"6,000","1,080",Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender, EMD, Contractor Registration License, Pan card, Affidative, GST work experience cert",06-Jul-2023 11:40 AM,20-Jul-2023 11:30 AM,06-Jul-2023 11:40 AM,19-Jul-2023 05:00 PM,NA ,NA ,06-Jul-2023 11:40 AM,19-Jul-2023 05:00 PM,"44,520",Yes,percentage,1.0%,Nil,Nil,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2181401,Bimalesh Nayak,19-Jul-2023 04:59 PM,Rejected-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2181283,DEBASIS BARAL,19-Jul-2023 04:28 PM,Rejected-Technical,Not fulfilled the eligibility criteria,06-Oct-2023 02:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2175296,KUNI ROUTRAY,17-Jul-2023 09:08 PM,Rejected-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2180824,MOHAMMED ILLIAS,19-Jul-2023 12:21 PM,Rejected-Technical,Not fulfilled the eligibility criteria,06-Oct-2023 02:36 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2180896,M/S RANJAN KUMAR BEHERA,19-Jul-2023 01:02 PM,Accepted-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2180728,M/S SILICON INTERIORS,19-Jul-2023 11:30 AM,Rejected-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2180839,SISIR KUMAR NAYAK,19-Jul-2023 12:13 PM,Rejected-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2177393,SS TRADERS AND CONSTRUCTION,19-Jul-2023 03:48 PM,Rejected-AOC,Fulfilled the eligibility criteria,06-Oct-2023 02:49 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
