Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
24-Feb-2023 10:00 AM,09-Mar-2023 11:00 AM,24-Feb-2023 10:00 AM,06-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 10:00 AM,06-Mar-2023 05:00 PM,Municipal Bodies||Junagarh NAC,JUNAGARH/NAC/02/2022-23,2023_ORULB_86467_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Both(Online/Offline),No,No,No,600.0,0.0,"Executive Officer,NAC Junagarh",NAC Junagarh,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST Certificate,PAN,Affidavit,Cost of Tender Paper,EMD and other documents as per DTCN","1,814",Yes,percentage,1.0%,"Executive Officer,NAC Junagarh",NAC Junagarh,"Construction of.Road and Drain from Devraj Sunani house to Basant Naik house at Badbhatapada School pada in Ward No.01., N.A.C.,Junagarh","Construction of.Road and Drain from Devraj Sunani house to Basant Naik house at Badbhatapada School pada in Ward No.01., N.A.C.,Junagarh",Please refer Tender documents. ,NA ,"1,81,433",Civil Works - Others,NA ,Tender,90.0,60.0,WARD NO 1,766014.0,NA ,NA ,NA ,O/o-NAC Junagarh,No ,No,1,ICICI BANK,"Executive Officer,NAC Junagarh","NAC Office Junagarh Kalahandi,Odisha Pin-766014",AOC,25-Sep-2023,"INR 179,600.418",60.0,Premlal Hial,10-Oct-2023 11:26 PM,jng.pdf (226.00 KB),As per the tender committee.,As per the tender committee.,Internal,,Bira Singh Biroli,24-Sep-2023 09:05 PM,finsummary_429763.pdf (448.65 KB),Finance,ok,Bira Singh Biroli,24-Sep-2023 06:22 PM,,BOQ Comparative Chart,1,2095760,AMBIKA MISHRA,06-Mar-2023 12:47 PM,Rejected-Finance,As per the tender committee.,24-Sep-2023 09:05 PM,1.0,2095768.0,Sujit Singhal,INR,"179,600.418",Municipal Bodies||Junagarh NAC,2023_ORULB_86467_1,JUNAGARH/NAC/02/2022-23,"Construction of.Road and Drain from Devraj Sunani house to Basant Naik house at Badbhatapada School pada in Ward No.01., N.A.C.,Junagarh",CHAIR PERSON NAC JUNAGARH,Internal,,Bira Singh Biroli,24-Sep-2023 06:54 PM,techsummary_429763.pdf (448.65 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,AOC,,,,,,,,,,,,,,,,,,,,2,2095768,Sujit Singhal,06-Mar-2023 12:57 PM,Accepted-AOC,As per the tender committee.,10-Oct-2023 11:26 PM,,,,,,,,,,,,,,,,AOC
