Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_90180_4,MC(CMC)CTC_Div-II_No16/2023-24,"In-Situ Ecological Rejuvenation of Sutahat Pond , infront of Church, Sutahat Waterbodies for complete transformation of the water quality to IS2296, class B, standards for outdoor bathing quality Water for a period of One Year. using Cownomics Techno",1.0,2188731.0,UNISON SECURITY & INTER ALIA SERVICES,INR,"2,418,264",Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,07-Oct-2023 11:32 AM,techsummary_444887.pdf (75.37 KB),Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dibya Ranjan Tripathy,04-Aug-2023 11:48 AM,finance_444887.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,07-Oct-2023 11:56 AM,finsummary_444887.pdf (75.37 KB),07-Oct-2023,"INR 2,418,264",365.0,Dibya Ranjan Tripathy,07-Oct-2023 12:26 PM,4.pdf (95.00 KB),W.O.,1,2187880,Brethegreen India Private Limited,27-Jul-2023 09:17 PM,Rejected-AOC,Rejected,07-Oct-2023 12:26 PM,AOC,"In-Situ Ecological Rejuvenation of Sutahat Pond , infront of Church, Sutahat Waterbodies for complete transformation of the water quality to IS2296, class B, standards for outdoor bathing quality Water for a period of One Year. using Cownomics Techno","In-Situ Ecological Rejuvenation of Sutahat Pond , infront of Church, Sutahat Waterbodies for complete transformation of the water quality to IS2296, class B, standards for outdoor bathing quality Water for a period of One Year. using Cownomics Techno",Please refer Tender documents. ,NA ,"23,47,812",Miscellaneous Works,In-Situ Ecological Rejuvenation of waterbody using ,Tender,270.0,365.0,CMC area,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,1,ICICI BANK,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No16/2023-24,2023_ORULB_90180_4,Yes,Open Tender,EOI,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","23,500",Yes,fixed,,Nil,Nil,21-Jul-2023 06:00 PM,02-Aug-2023 10:00 AM,21-Jul-2023 06:00 PM,31-Jul-2023 05:00 PM,NA ,NA ,21-Jul-2023 06:00 PM,31-Jul-2023 05:00 PM,"7,080",0.0,Nil,Nil,No,"Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2188731,UNISON SECURITY & INTER ALIA SERVICES,28-Jul-2023 08:37 PM,Accepted-AOC,Accepted,07-Oct-2023 12:26 PM,AOC,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC
