Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"6,000",Nil,Nil,No,"Block Development Officer, Basta Dist- Balasore","O/o the Block Development Officer, Basta Dist- Balasore","43,500",Yes,fixed,,Nil,Nil,22-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,22-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,22-Aug-2023 10:00 AM ,31-Aug-2023 05:00 PM ,22-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,"Repair and Up-gradation and const. Of (Boys and Girls) toilet of Sidheswar Degree College, Amarda",Building repair work,Please refer Tender documents. ,NA ,"43,40,165",Civil Works - Buildings,NA ,Tender,90.0,120.0,Basta Block of Balasore District,756029.0,NA ,NA ,NA ,"O/o the BDO, Basta Dist- Bal",No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||BASTA Block,01 BASTA / 2023-24 (4),2023_PRBSA_92762_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost and EMD (online mode) , CRC, GSTIN, PAN, Affidavit, NRC and other documents as per DTCN",1.0,ICICI BANK,AOC,"Satyajit Mohanty,B.D.O.,Basta",Internal,"Kuilu Tudu,A.E.E., Basta Block",Satyajit Mohanty,14-Oct-2023 12:38 PM,techsummary_450728.pdf (1419.37 KB),1.0,2237604.0,SARAL KUMAR PARIDA,INR,"3,689,575",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balasore||BASTA Block,2023_PRBSA_92762_1,01 BASTA / 2023-24 (4),"Repair and Up-gradation and const. Of (Boys and Girls) toilet of Sidheswar Degree College, Amarda",1,2237550,BHAJA GOBINDA NAYAK,05-Sep-2023 04:39 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,"Satyajit Mohanty,B.D.O.,Basta",Internal,"Kuilu Tudu,A.E.E., Basta Block",Satyajit Mohanty,16-Oct-2023 11:58 AM,finsummary_450728.pdf (1419.37 KB),Finance,ALL THE 10 BIDDERS DOCUMENTS DOWNLOADED SUCCESSFULLY,Satyajit Mohanty,08-Sep-2023 04:48 PM,,BOQ Comparative Chart,16-Oct-2023,"INR 3,689,575",120.0,Satyajit Mohanty,16-Oct-2023 12:06 PM,Sarala.pdf (1419.00 KB),Work Order issued,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,2,2236830,BISNU RANJAN DAS,05-Sep-2023 01:10 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,3,2231254,MANORANJAN BISWAL,05-Sep-2023 02:13 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,4,2235705,PRADEEP BEHERA,04-Sep-2023 09:18 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,5,2232832,RAJESH KUMAR MUDULI,03-Sep-2023 02:08 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,6,2235805,RAKESH KUMAR PRADHAN,04-Sep-2023 11:08 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,7,2235633,SAPAN KUMAR CHAND,05-Sep-2023 01:26 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,8,2237604,SARAL KUMAR PARIDA,05-Sep-2023 04:43 PM,Accepted-AOC,L-1 Successful Bidder.Hence Work Order issued,16-Oct-2023 12:08 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,9,2234190,SONIKA BEHERA,04-Sep-2023 12:57 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,10,2236063,Subrat Kumar Panda,05-Sep-2023 03:28 PM,Rejected-Technical,Unsuccessful Bidder,14-Oct-2023 12:38 PM,,,,,,,,,,,,,,,,,,,,AOC
