S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Tender Stage
1.0,2235792.0,"M/S SHRADHA ENTERPRISES, JEYPORE",INR,"1,756,565",Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2023_OLIC_92867_62,02/2023-24,Revival of Jangamput-II L.I.Project under Semiliguda Block of Koraput District,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 04:02 PM,techsummary_452241.pdf (204.04 KB),11-Oct-2023,"INR 1,756,565",90.0,JUGAL TAKRI,11-Oct-2023 04:26 PM,AOCsummary.pdf (40.00 KB),Accepted,Finance,Seven no bidders are participated successfully.,JUGAL TAKRI,06-Oct-2023 04:22 PM,,BOQ Comparative Chart,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 06:59 PM,finsummary_452241.pdf (204.04 KB),1,2237582,ARUN KUMAR MAHALIK,05-Sep-2023 04:25 PM,Rejected-AOC,Rejected,11-Oct-2023 04:27 PM,AOC,25-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,E E L I Division Koraput,E E L I Division Koraput,Revival of Jangamput-II L.I.Project under Semiliguda Block of Koraput District,Revival of Jangamput-II L.I.Project under Semiliguda Block of Koraput District,Please refer Tender documents. ,NA ,"16,72,600",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,L I Division Koraput,No ,No,1.0,ICICI BANK,"16,726",No,percentage,1.0%,Nil,Nil,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,02/2023-24,2023_OLIC_92867_62,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2235713,CHANDAN NAYAK,05-Sep-2023 11:15 AM,Rejected-AOC,Rejected,11-Oct-2023 04:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2233645,M/S MAHAMAYEE ENTERPRISES,04-Sep-2023 01:29 PM,Rejected-AOC,Rejected,11-Oct-2023 04:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2235792,"M/S SHRADHA ENTERPRISES, JEYPORE",05-Sep-2023 11:40 AM,Accepted-AOC,Accepted,11-Oct-2023 04:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2235205,RABINDRA KUMAR SIA,04-Sep-2023 08:50 PM,Rejected-AOC,Rejected,11-Oct-2023 04:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2237368,RAMESH CHANDRA BISWAL,05-Sep-2023 03:20 PM,Rejected-AOC,Rejected,11-Oct-2023 04:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2236910,SRI. KAMADEV NAYAK,05-Sep-2023 02:10 PM,Rejected-AOC,Rejected,11-Oct-2023 04:27 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
