Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
executive officer,vyasanagar municipality,"2,000",0.0,Nil,Nil,Yes,Construction of Paver Road from Bhim Tea shop to Maa Padmarani Mandir in ward No-10,civil road work,Please refer Tender documents. ,NA ,"3,76,577",Civil Works - Roads,NA ,Tender,30.0,30.0,vyasanagar municipality,755019.0,NA ,NA ,NA ,executive office chamber vyasanagar municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,dtcn,25-Aug-2023 11:00 AM,05-Sep-2023 11:00 AM,25-Aug-2023 11:00 AM,04-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 11:00 AM,04-Sep-2023 05:00 PM,Municipal Bodies||Vyasanagar Municipality,02/vnm2023-24 22.08.2023,2023_ORULB_93106_58,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"3,770",Yes,fixed,,Nil,Nil,1,ICICI BANK,AOC,1,2233457,M/S BIJAYA KUMAR MOHANTY,04-Sep-2023 08:59 AM,Accepted-AOC,rejected,27-Oct-2023 12:23 PM,27-Oct-2023,"INR 756,913",30.0,Ajaya Kumar Parida,27-Oct-2023 12:23 PM,3.pdf (418.00 KB),total boq value,EO,Internal,JE ME,Ajaya Kumar Parida,27-Oct-2023 12:18 PM,techsummary_453245.pdf (418.25 KB),EO,Internal,ME JE,Ajaya Kumar Parida,27-Oct-2023 12:21 PM,finsummary_453245.pdf (418.25 KB),Municipal Bodies||Vyasanagar Municipality,2023_ORULB_93106_58,02/vnm2023-24 22.08.2023,Construction of Paver Road from Bhim Tea shop to Maa Padmarani Mandir in ward No-10,1,2233285,NRUSINGHA CHARAN MALLICK,INR,"376,573.506",Finance,ok,Ajaya Kumar Parida,27-Oct-2023 12:13 PM,finance_453245.pdf,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,AOC,2,2233285,NRUSINGHA CHARAN MALLICK,03-Sep-2023 08:52 PM,Accepted-AOC,accepted,27-Oct-2023 12:23 PM,,,,,,,,,,,,,,,,,,,,,,,,2,2233457,M/S BIJAYA KUMAR MOHANTY,INR,"380,339.241",,,,,,,AOC
