EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"1,072",Yes,percentage,1.0%,Nil,Nil,600.0,0.0,Nil,Nil,No,Construction of CC drain and culvert in front of Dina Meher in Ward No.6,Construction of CC drain and culvert in front of Dina Meher in Ward No.6,Please refer Tender documents. ,NA ,"1,07,218",Civil Works - Others,NA ,Tender,120.0,30.0,NAC Barpali,768029.0,NA ,NA ,NA ,"O/o of the NAC, Barpali",No ,No,"Executive Officer, NAC, Barpali","O/o of the NAC, Barpali Dist.-Bargarh, Pin-768029",1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,1,ICICI BANK,23-Mar-2023 11:00 AM,05-Apr-2023 11:00 AM,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,03-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,Municipal Bodies||Barpali NAC,EOBRP/03/2022-23,2023_ORULB_87165_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,"E.O, NAC, Barpali",Internal,"Executive Officer, Municipal Engineer, Addl. Tahasildar, Barpali, Sub-Treasury Officer Barpali",Bhuban Kumar Satpathy,12-Jul-2023 11:42 AM,techsummary_431934.pdf (1169.34 KB),1.0,2108463.0,JAYAPRAKASH NAYAK,INR,"85,716.29",Municipal Bodies||Barpali NAC,2023_ORULB_87165_4,EOBRP/03/2022-23,Construction of CC drain and culvert in front of Dina Meher in Ward No.6,1,2108509,DINGARA MEHER,02-Apr-2023 11:19 PM,Rejected-AOC,ACCEPT,02-Oct-2023 09:53 PM,25-Sep-2023,"INR 85,716",30.0,Bhuban Kumar Satpathy,02-Oct-2023 09:52 PM,AOC.pdf (241.00 KB),WORK ORDER ISSUED,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,16-Sep-2023 08:08 AM,finsummary_431934.pdf (1169.34 KB),Finance,Two nos of bidder has participate,Bhuban Kumar Satpathy,05-Apr-2023 12:00 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Bid Cost, EMD, Registration Certificate, PAN, GSTN, No Relation Certificate, Affidavit, as per DTCN",2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,2,2108463,JAYAPRAKASH NAYAK,03-Apr-2023 12:45 PM,Accepted-AOC,ACCEPT,02-Oct-2023 09:53 PM,,,,,,,,,,,,,,,,,,,,AOC
