Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Cover No,Cover,Document Type,Description,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Municipal Bodies||Bijepur NAC,2023_ORULB_93194_1,941/NACB-10,Construction of Pavered road from Jagadish Mahapatra house to Ramesh Sahu house at Anandanagar in W.N-04 under Road Infrastructure fund for the year 2023-24,1,2238497,MUNA MEHER,INR,"278,681",SITA BARIK,Internal,"CHAIRPERSON, TAHASILDAR, EO, ME, ACCOUNTS OFFICER",RAJESH KUMAR EKKA,31-Oct-2023 01:07 PM,techsummary_454083.pdf (45.46 KB),31-Oct-2023,"INR 278,681",60.0,RAJESH KUMAR EKKA,31-Oct-2023 01:18 PM,AOC.pdf (1542.00 KB),AOC,Finance,SUMMARY,RAJESH KUMAR EKKA,31-Oct-2023 01:01 PM,,BOQ Comparative Chart,SITA BARIK,Internal,"CHAIRPERSON, TAHASILDAT, EO, ME, ACCOUNTS OFFICER",RAJESH KUMAR EKKA,31-Oct-2023 01:10 PM,finsummary_454083.pdf (45.46 KB),1,2239960,CHINMAYA KUMAR LENKA,06-Sep-2023 05:38 PM,Accepted-AOC,L1,31-Oct-2023 01:20 PM,AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC, PAN, GSTIN, Cost of Tender paper, EMD, Affidavit and other documents",1,ICICI BANK,28-Aug-2023 10:00 AM,08-Sep-2023 11:00 AM,28-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,28-Aug-2023 10:00 AM ,29-Aug-2023 05:00 PM ,28-Aug-2023 10:00 AM,07-Sep-2023 05:00 PM,"3,278",Yes,fixed,,Nil,Nil,"2,000",0.0,Nil,Nil,No,EO BIJEPUR NAC,BIJEPUR NAC,Construction of Pavered road from Jagadish Mahapatra house to Ramesh Sahu house at Anandanagar in W.N-04 under Road Infrastructure fund for the year 2023-24,CIVIL WORK,Please refer Tender documents. ,NA ,"3,27,822",Civil Works - Roads,NA ,Tender,90.0,60.0,BIJEPUR NAC,768032.0,NA ,NA ,NA ,BIJEPUR NAC,No ,No,Municipal Bodies||Bijepur NAC,941/NACB-10,2023_ORULB_93194_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,2,2239960,CHINMAYA KUMAR LENKA,INR,"278,681",,,,,,,,,,,,,,,,,,,,,,,,,,2,2238497,MUNA MEHER,06-Sep-2023 08:55 AM,Accepted-AOC,L1,31-Oct-2023 01:20 PM,AOC,,,.xls,BOQ,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
