Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage
CHAIRPERSON NAC JUNAGARH,Internal,,Premlal Hial,24-Sep-2023 05:03 PM,techsummary_429825.pdf (448.40 KB),Municipal Bodies||Junagarh NAC,2023_ORULB_86467_9,JUNAGARH/NAC/02/2022-23,"Construction of Road and and Drain with Cover Slab from Maa Santoshi Manidir to U.P.School via Balaji Prasad Yadav house in Ward No.05, N.A.C.,Junagarh.",1.0,2095652.0,MANORANJAN DEEP,INR,"1,314,636.983",1,2095652,MANORANJAN DEEP,06-Mar-2023 09:52 AM,Accepted-AOC,L1,10-Oct-2023 10:37 PM,25-Sep-2023,"INR 1,314,636.983",90.0,Premlal Hial,10-Oct-2023 10:37 PM,jng.pdf (226.00 KB),As per the tender committee.,Finance,ok,Biswambhar Mishra,09-Mar-2023 05:44 PM,,BOQ Comparative Chart,As per the tender committee.,Internal,,Bira Singh Biroli,24-Sep-2023 10:07 PM,finsummary_429825.pdf (448.65 KB),AOC,"Construction of Road and and Drain with Cover Slab from Maa Santoshi Manidir to U.P.School via Balaji Prasad Yadav house in Ward No.05, N.A.C.,Junagarh.","Construction of Road and and Drain with Cover Slab from Maa Santoshi Manidir to U.P.School via Balaji Prasad Yadav house in Ward No.05, N.A.C.,Junagarh.",Please refer Tender documents. ,NA ,"13,14,754",Civil Works - Others,NA ,Tender,90.0,90.0,WARD NO 5,766014.0,NA ,NA ,NA ,O/o-NAC Junagarh,No ,No,Municipal Bodies||Junagarh NAC,JUNAGARH/NAC/02/2022-23,2023_ORULB_86467_9,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"13,148",Yes,percentage,1.0%,Nil,Nil,24-Feb-2023 10:00 AM,09-Mar-2023 11:00 AM,24-Feb-2023 10:00 AM,06-Mar-2023 05:00 PM,NA ,NA ,24-Feb-2023 10:00 AM,06-Mar-2023 05:00 PM,"6,000",0.0,Nil,Nil,No,"Executive Officer,NAC Junagarh","NAC Office Junagarh Kalahandi,Odisha Pin-766014",1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"GST Certificate,PAN,Affidavit,Cost of Tender Paper,EMD and other documents as per DTCN",AOC
,,,,,,,,,,,,,,,2,2095743,SAROJ KUMAR MEHER,06-Mar-2023 02:01 PM,Rejected-Technical,L2,24-Sep-2023 05:03 PM,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BILL OF QUANTITY,AOC
