Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
1.0,Fee/PreQual/Technical,.pdf,"License, Affidavit, GST","2,68,001",Yes,fixed,,Nil,Nil,Construction of different type of infrastructure at Bhimtikira Sub Market Yard under RMC Dunguripali,"Civil Work, Godown, Purlin, Truss",Please refer Tender documents. ,NA ,"2,68,00,123",Civil Works - Others,NA ,Tender,90.0,330.0,Bhimtikira,767045.0,NA ,NA ,NA ,"RMC, Dunguripali",No ,No,Odisha State Agricultural Marketing Board||RMC Dunguripalli,Bid Identification 01/2022-23 TCN-514/19.08.23,2023_OSAMB_92851_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"10,000",Nil,Nil,No,1.0,ICICI BANK,"Chairman, RMC, Dunguripali","At/Po- RMC, Dunguripali, Dist- Subarnapur-767023",22-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,22-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,22-Aug-2023 10:00 AM ,02-Sep-2023 05:00 PM ,22-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,13-Sep-2023 11:00 AM,AOC,26-Sep-2023,"INR 26,800,123.16",330.0,Uditkumar Babu,17-Oct-2023 12:04 PM,BHIMTIKIRA.pdf (518.00 KB),Work order has been issued,"Collector, Subarnapur-cum-Chairman RMC, Dunguripali",Internal,"BDO, Dunguripali. A.E.E, Dunguripali, Secretary, J.E. Dunguripali, Senior Clerk, RMC, Dunguripali",Uditkumar Babu,25-Sep-2023 04:29 PM,finsummary_451065.pdf (505.47 KB),Technical,2 NOs. Bidder has participated,Bimalendu Ray,07-Sep-2023 11:35 AM,,1.0,2235384.0,KISHOR KUMAR BISWAL,05-Sep-2023 11:54 AM,Accepted-AOC,L1,17-Oct-2023 12:04 PM,Finance,2 No. Bidder has participated,Uditkumar Babu,13-Sep-2023 11:32 AM,,BOQ Comparative Chart,Odisha State Agricultural Marketing Board||RMC Dunguripalli,2023_OSAMB_92851_1,Bid Identification 01/2022-23 TCN-514/19.08.23,Construction of different type of infrastructure at Bhimtikira Sub Market Yard under RMC Dunguripali,"Collector, Subarnapur-cum-Chairman RMC, Dunguripali",Internal,"BDO, Dunguripali Block, Asst. Exe. Engg. Dunguripali Block, Secretary RMC, Dunguripali, Junior Engineer Dunguripali Block. Junior Engineer, OSAM Board, Accountant RMC, Dunguripali",Uditkumar Babu,08-Sep-2023 10:17 AM,13-Sep-2023 11:00 AM,techsummary_451065.pdf (484.53 KB),AOC
,,.pdf,"Machineries, Tools and Plants, Experience",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,2.0,2235746.0,MISHRA INFRA PROJECTS,05-Sep-2023 07:19 AM,Rejected-Finance,Quoted 2.23 percentage Excess as per tender amount,25-Sep-2023 04:29 PM,,,,,,,,,,,,,,,,,,AOC
,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
2.0,Finance,.xls,Financial BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
