Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Revival of Tikarapada - III L.I.Project under Bandhugam Block of Koraput District,Revival of Tikarapada - III L.I.Project under Bandhugam Block of Koraput District,Please refer Tender documents. ,NA ,"14,59,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,270.0,90.0,Koraput,764020.0,NA ,NA ,NA ,L I Division Koraput,No ,No,25-Aug-2023 10:00 AM,07-Sep-2023 11:00 AM,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,NA ,NA ,25-Aug-2023 10:00 AM,05-Sep-2023 05:00 PM,1,ICICI BANK,Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,02/2023-24,2023_OLIC_92867_7,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"14,590",No,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"Detail Tender Call notice, PAN ,GST, Civil and Electrical Contractors Licence, Labour Licence,Experi",E E L I Division Koraput,E E L I Division Koraput,AOC,11-Oct-2023,"INR 1,549,630",90.0,JUGAL TAKRI,11-Oct-2023 06:36 PM,AOCsummary.pdf (40.00 KB),Accepted,1.0,2237221.0,RAMESH CHANDRA BISWAL,INR,"1,549,630",Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 05:24 PM,finsummary_451701.pdf (204.04 KB),Orissa Lift Irrigation Corporation||LI KORAPUT||LI Division Koraput,2023_OLIC_92867_7,02/2023-24,Revival of Tikarapada - III L.I.Project under Bandhugam Block of Koraput District,Finance,Two no bidders are participated successfully,JUGAL TAKRI,06-Oct-2023 12:32 PM,finance_451701.pdf,BOQ Comparative Chart,1,2235015,CHANDAN NAYAK,04-Sep-2023 05:21 PM,Rejected-AOC,Rejected,11-Oct-2023 06:36 PM,Executive Engineer,Internal,"Executive Engineer, Divisional Accountant, Estimater",JUGAL TAKRI,08-Oct-2023 04:47 PM,techsummary_451701.pdf (204.05 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2237221,RAMESH CHANDRA BISWAL,05-Sep-2023 02:38 PM,Accepted-AOC,Accepted,11-Oct-2023 06:36 PM,,,,,,,AOC
