EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"1,44,287",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical,.pdf,"BID COST, BID SECURITY, GST, PAN, CRC AND AFFIDAVIT","10,000",0.0,Nil,Nil,No,"EXECUTION OF 2 NOS. 70 LPCD RPWS SCHEMES CLUBBED UP AT 1. BENAPURA, 2. CHAKARJUNI IN BASTA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",RPWS WITH RCC ESR,Please refer Tender documents. ,NA ,"1,44,28,739",Civil Works - Water Works,NA ,Tender,180.0,330.0,BALASORE,756001.0,O/O SE RWSS DIVISION BALASORE ,O/O SE RWSS DIVISION BALASORE ,03-Jun-2023 11:00 AM ,O/O SE RWSS DIVISION BALASORE,No ,No,1.0,ICICI BANK,01-Jun-2023 10:00 AM,17-Jun-2023 11:00 AM,01-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,01-Jun-2023 10:00 AM ,12-Jun-2023 03:00 PM ,01-Jun-2023 10:00 AM,16-Jun-2023 05:00 PM,25-Aug-2023 09:00 AM,O/O SE RWSS DIVISION BALASORE,O/O SE RWSS DIVISION BALASORE,Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,TCN NO. 07 DT. 25.05.2023,2023_RWSS_89468_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,1.0,2159966.0,ARJUN TUDU,INR,"12,698,733",06-Oct-2023,"INR 12,698,733",330.0,Samir Chandra De,06-Oct-2023 04:37 PM,BENAPURA.pdf (1084.00 KB),AoC,Finance,11 Financial bids are opened for evaluation,Paresh Chandra Tudu,25-Aug-2023 10:18 AM,finance_439685.pdf,BOQ Comparative Chart,Technical,All 11 bidders are considered to be technically qualified,Paramananda Behera,24-Aug-2023 08:34 PM,technical_439685.pdf,"Er. RSial, ACE",External,"Er. S.C.De, SE, Er P.N.Behera, AEE, Er C.Sethi, AE, Sri J.Guha, DAO",Paramananda Behera,08-Sep-2023 04:57 PM,finsummary_439685.pdf (472.25 KB),Rural Water Supply and Sanitation||RWSS Circle Cuttack||RWSS Balasore,2023_RWSS_89468_1,TCN NO. 07 DT. 25.05.2023,"EXECUTION OF 2 NOS. 70 LPCD RPWS SCHEMES CLUBBED UP AT 1. BENAPURA, 2. CHAKARJUNI IN BASTA BLOCK OF BALASORE DISTRICT WITH 5 YRS OM-JJM",1,2159966,ARJUN TUDU,14-Jun-2023 02:07 PM,Accepted-AOC,AoC,06-Oct-2023 04:38 PM,"Er Ratnakar Sial, ACE",External,"Er Samir Ch De, SE, Er C Sethi, AE, Er P.N.Behera, AEE and Sri J. Guha, DAO",Paramananda Behera,24-Aug-2023 08:56 PM,25-Aug-2023 09:00 AM,techsummary_439685.pdf (528.98 KB),AOC
,,,,,,,,.pdf,OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2161120,CHINTAMANI SETHI,16-Jun-2023 04:37 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2159512,DILLIP KUMAR ROUL,16-Jun-2023 12:08 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2161219,Gagan Kumar Das,16-Jun-2023 11:30 AM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2160555,KAMALAKANTA DAS,16-Jun-2023 01:09 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2161073,MS MEGA INDIA,16-Jun-2023 12:43 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2159982,P.C. SUVAM BEHERA,16-Jun-2023 04:17 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2161530,SATYANARAYAN DAS,16-Jun-2023 04:07 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,2159794,Shishir Kumar Senapati,16-Jun-2023 01:51 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2160892,SOHAM CONSTRUCTION,15-Jun-2023 09:53 PM,Rejected-AOC,Cancelled,06-Oct-2023 04:38 PM,,,,,,,,AOC
