Cover No,Cover,Document Type,Description,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,GST,PAN,REGISTRATION CERTIFICATE,OTHER DOCUMENTS AS PER DTCN in online.","Executive Engineer,Div-II","Bikash Bhawan,Jagannath Lane,Badambadi-753012",10-Jul-2023 10:00 AM,24-Jul-2023 10:00 AM,10-Jul-2023 10:00 AM,19-Jul-2023 05:30 PM,NA ,NA ,10-Jul-2023 10:00 AM,19-Jul-2023 05:30 PM,Municipal Bodies||Cuttack Municipal Corporation,MC(CMC)CTC_Div-II_No15/2023-24,2023_ORULB_89234_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"7,080",0.0,Nil,Nil,No,1,ICICI BANK,1.0,1ST Corrigendum Notice,Other,,Construction of drain and Concrete Paver block road from Sambhu Rout house to Abani Jena house at Pratap nagari in Ward No.58.,Construction of drain and Concrete Paver block road from Sambhu Rout house to Abani Jena house at Pratap nagari in Ward No.58.,Please refer Tender documents. ,NA ,"12,94,078",Civil Works - Others,NA ,Tender,120.0,90.0,CMC area,753012.0,NA ,NA ,NA ,"Bikash Bhawan,Jagannath Lane,Badambadi-753012",No ,No,"13,000",Yes,fixed,,Nil,Nil,AOC,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,21-Oct-2023 03:45 PM,finsummary_443336.pdf (77.14 KB),Municipal Bodies||Cuttack Municipal Corporation,2023_ORULB_89234_18,MC(CMC)CTC_Div-II_No15/2023-24,Construction of drain and Concrete Paver block road from Sambhu Rout house to Abani Jena house at Pratap nagari in Ward No.58.,Finance,Two bidders participated. BOQ Comparative Chart is enclosed for reference. The Original documents of bidders to be verified.,Dibya Ranjan Tripathy,25-Jul-2023 01:01 PM,finance_443336.pdf,BOQ Comparative Chart,1,2178989,Sadananda Jena,18-Jul-2023 07:32 PM,Rejected-AOC,Rejected,21-Oct-2023 03:53 PM,Executive Engineer,Internal,Deputy Executive Engineer,Dibya Ranjan Tripathy,21-Oct-2023 03:35 PM,techsummary_443336.pdf (77.14 KB),AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,2,2179019,SUJAN KUMAR BEHERA,19-Jul-2023 01:39 PM,Accepted-AOC,Accepted,21-Oct-2023 03:53 PM,,,,,,,AOC
