Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"PAN, GST, AFFIDAVIT, REGISTRATION ETC AS PER DTCN",29-Mar-2023 03:00 PM,11-Apr-2023 11:30 AM,29-Mar-2023 03:00 PM,10-Apr-2023 05:00 PM,29-Mar-2023 03:00 PM ,05-Apr-2023 02:00 PM ,29-Mar-2023 03:00 PM,10-Apr-2023 05:00 PM,"14,292",Yes,fixed,,Nil,Nil,"Imp of Road Paver Block (with Cement Concrete) and RR of drain Ratha Sahi Const of Drain towards Boding Sahi , bada Sahi Road","Imp of Road Paver Block (with Cement Concrete) and RR of drain Ratha Sahi Const of Drain towards Boding Sahi , bada Sahi Road",Please refer Tender documents. ,NA ,"14,29,248",Civil Works - Others,NA ,Tender,120.0,61.0,BERHMAPUR,760002.0,NA ,NA ,NA ,BERHAMPUR MUNICIPAL CORPORATION,No ,No,Municipal Bodies||Brahmapur Municipal Corporation,BMC(BAM)/274/2022-23,2023_ORULB_87321_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,COMMISSIONER,"BERHAMPUR MUNICIPAL CORPORATION, BERHAMPUR",1,ICICI BANK,"7,080",0.0,Nil,Nil,No,AOC,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Moningi Nageswara Subudhi,07-Oct-2023 11:29 AM,techsummary_432670.pdf (475.38 KB),Municipal Bodies||Brahmapur Municipal Corporation,2023_ORULB_87321_4,BMC(BAM)/274/2022-23,"Imp of Road Paver Block (with Cement Concrete) and RR of drain Ratha Sahi Const of Drain towards Boding Sahi , bada Sahi Road",1.0,2111227.0,DHIRAJ MOHAN CHOUDHURI,INR,"1,457,833.2",1,2111227,DHIRAJ MOHAN CHOUDHURI,10-Apr-2023 11:23 AM,Accepted-AOC,Admitted,07-Oct-2023 11:35 AM,Commissioner,Internal,City Engineer Executive Engineer Junior Engineer,Moningi Nageswara Subudhi,07-Oct-2023 11:32 AM,finsummary_432670.pdf (388.97 KB),Finance,Admitted,Moningi Nageswara Subudhi,11-Apr-2023 06:34 PM,finance_432670.pdf,BOQ Comparative Chart,07-Oct-2023,"INR 1,429,248.23",61.0,Moningi Nageswara Subudhi,07-Oct-2023 11:34 AM,Aoc_274_4.pdf (475.00 KB),As per estimated rate,AOC
,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,AOC,,,,,,,,,,,,,,,,2,2111070,DURGA PRASAD SAHU,10-Apr-2023 11:09 AM,Rejected-Finance,Rejected,07-Oct-2023 11:32 AM,,,,,,,,,,,,,,,,,,,,AOC
