EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"1,659",Yes,percentage,1.0%,Nil,Nil,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.xls,BOQ,"Executive Officer, NAC, Barpali","O/o of the NAC, Barpali Dist.-Bargarh, Pin-768029",Repairing of CC road from Amul Meher house to towards Pardesh Meher house in Ward No.4,Repairing of CC road from Amul Meher house to towards Pardesh Meher house in Ward No.4,Please refer Tender documents. ,NA ,"1,65,892",Civil Works - Others,NA ,Tender,120.0,30.0,NAC Barpali,768029.0,NA ,NA ,NA ,"O/o of the NAC, Barpali",No ,No,23-Mar-2023 11:00 AM,05-Apr-2023 11:00 AM,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,23-Mar-2023 11:00 AM ,03-Apr-2023 05:00 PM ,23-Mar-2023 11:00 AM,03-Apr-2023 05:00 PM,Municipal Bodies||Barpali NAC,EOBRP/03/2022-23,2023_ORULB_87165_18,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,600.0,0.0,Nil,Nil,No,AOC,"Chairman, NAC Barpali",Internal,"Chairperson, Executive Officer, Addl. Tahasildar, Sub-Treasury Officer, Municipal Engineer",Bhuban Kumar Satpathy,15-Sep-2023 01:02 PM,finsummary_432062.pdf (1169.34 KB),Municipal Bodies||Barpali NAC,2023_ORULB_87165_18,EOBRP/03/2022-23,Repairing of CC road from Amul Meher house to towards Pardesh Meher house in Ward No.4,1.0,2108523.0,SHAIKH SAFIQUE,INR,"165,882.92",Finance,TWO NOS. OF BIDDER HAS PARTICIPATE,Bhuban Kumar Satpathy,05-Apr-2023 01:30 PM,,BOQ Comparative Chart,27-Sep-2023,"INR 165,892",30.0,Bhuban Kumar Satpathy,04-Oct-2023 11:13 AM,AOC.pdf (160.00 KB),Work order issued,1,2108516,JITEN SUNA,03-Apr-2023 01:56 PM,Rejected-AOC,Accepted,04-Oct-2023 11:14 AM,"E.O, NAC, Barpali",Internal,"Executive Officer, Municipal Engineer, Addl. Tahasildar, Barpali, Sub-Treasury Officer, Barpali",Bhuban Kumar Satpathy,12-Jul-2023 01:09 PM,techsummary_432062.pdf (1169.34 KB),AOC
,,,,,,2,ICICI NEFT/RTGS,,,.pdf,"Bid Cost, EMD, Registration Certificate, PAN, GSTN, No Relation Certificate, Affidavit, as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2108523,SHAIKH SAFIQUE,03-Apr-2023 01:35 PM,Accepted-AOC,Accepted,04-Oct-2023 11:14 AM,,,,,,,AOC
