Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Stage
Finance,ok,Nihar Ranjan Sahu,09-Aug-2023 12:33 PM,finance_445083.pdf,BOQ Comparative Chart,1.0,2194302.0,JITENDRA KUMAR BHANJA,INR,"550,914",Municipal Bodies||Khordha Municipality,2023_ORULB_91129_22,KMPLTY/ 05/2023-24,Construction of Drain at Mangala Nager Lane 7 in Ward no 11 Khordha Municipality,KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,06-Oct-2023 03:31 PM,finsummary_445083.pdf (375.98 KB),KANAKALAXMI MOHANTY,Internal,,Rizwana Kawkab,06-Oct-2023 03:27 PM,techsummary_445083.pdf (375.98 KB),06-Oct-2023,"INR 550,914",60.0,Rizwana Kawkab,06-Oct-2023 03:32 PM,IMG_20231006_0005.pdf (551.00 KB),1,2194302,JITENDRA KUMAR BHANJA,04-Aug-2023 09:02 AM,Accepted-AOC,DUE TO L1,06-Oct-2023 03:32 PM,AOC,"4,000",0.0,Nil,Nil,No,Construction of Drain at Mangala Nager Lane 7 in Ward no 11 Khordha Municipality,Construction of Drain at Mangala Nager Lane 7 in Ward no 11 Khordha Municipality,Please refer Tender documents. ,NA ,"5,50,914",Civil Works - Others,NA ,Tender,120.0,60.0,KHORDHA MUNICIPALITY,752055.0,NA ,NA ,NA ,KHORDHA MUNICIPALITY OFFICE,No ,No,26-Jul-2023 11:00 AM,09-Aug-2023 11:00 AM,26-Jul-2023 11:00 AM,08-Aug-2023 05:00 PM,NA ,NA ,26-Jul-2023 11:00 AM,08-Aug-2023 05:00 PM,1,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration certificate,GST,PAN and other documents as per DTCN",Municipal Bodies||Khordha Municipality,KMPLTY/ 05/2023-24,2023_ORULB_91129_22,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"5,509",Yes,percentage,1.0%,Nil,Nil,"EXECUTIVE OFFICER,KHORDHA MUNICIPALITY","EXECUTIVE OFFICER,KHORDHA MUNICIPALITY",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2194333,SANDIP KUMAR BARMAN,04-Aug-2023 07:35 PM,Rejected-Finance,DUE TO L2,06-Oct-2023 03:31 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,AOC
