Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
Renovation and Upgradation of Way Side Amenity Centre at Banarpal in Angul Dist.,Renovation and Upgradation of Way Side Amenity Centre at Banarpal in Angul Dist.,Please refer Tender documents. ,NA ,"1,32,33,000",Civil Works - Others,NA ,Tender,90.0,330.0,Banarpal in Angul Dist,759128.0,NA ,NA ,NA ,Superintending Engineer(I/C) O.T.D.C Ltd,No ,No,Superintending Engineer(I/C) O.T.D.C Ltd,Superintending Engineer(I/C) O.T.D.C Ltd Lewis road Bhubaneswar.,1.0,Fee/PreQual/Technical,.pdf,"Cost of Tender, EMD, Contractor Registration License, Pan card, Affidative, GST work experience cert","10,000","1,800",Nil,Nil,No,1.0,ICICI BANK,Odisha Tourism Devl. Corp.,BP -I/02/2023-24Dt.21.06.2023,2023_OTDC_90411_5,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,06-Jul-2023 01:25 PM,20-Jul-2023 11:30 AM,06-Jul-2023 01:25 PM,19-Jul-2023 05:00 PM,NA ,NA ,06-Jul-2023 01:25 PM,19-Jul-2023 05:00 PM,05-Aug-2023 01:30 PM,"1,32,330",Yes,percentage,1.0%,Nil,Nil,AOC,1,2180881,AMIYA KUMAR JENA,19-Jul-2023 12:42 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,05-Aug-2023 01:25 PM,05-Aug-2023 01:30 PM,techsummary_443021.pdf (5099.45 KB),10-Oct-2023,"INR 13,274,708",330.0,Sunil Kumar Behera,10-Oct-2023 05:56 PM,Banarpal.pdf (1276.00 KB),Renovation and Upgradation of Way Side Amenity Centre at Banarpal in Angul Dist.,Finance,Price bid proceeding,Sunil Kumar Behera,10-Oct-2023 05:44 PM,finance_443021.pdf,BOQ Comparative Chart,1.0,2181386.0,Bimalesh Nayak,INR,"13,274,708",Technical,Technical Bid Proceeding,Sunil Kumar Behera,05-Aug-2023 01:20 PM,technical_443021.pdf,S.K. Behera,Internal,R.K.PaleIA.S. SWAINA.RATH.SPRADHAN,Sunil Kumar Behera,10-Oct-2023 05:52 PM,finsummary_443021.pdf (1276.17 KB),Odisha Tourism Devl. Corp.,2023_OTDC_90411_5,BP -I/02/2023-24Dt.21.06.2023,Renovation and Upgradation of Way Side Amenity Centre at Banarpal in Angul Dist.,AOC
,,,,,,,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2181112,ASHOK KUMAR DASH,19-Jul-2023 02:09 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2181386,Bimalesh Nayak,19-Jul-2023 04:51 PM,Accepted-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2180371,Debabrata Bhatta,18-Jul-2023 09:51 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2178382,DIPTI RANJAN MOHANTY,15-Jul-2023 05:06 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2181152,Jubaranjan Panda,19-Jul-2023 02:54 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2175299,KUNI ROUTRAY,17-Jul-2023 01:29 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2179972,PRASANA KUMAR SAHOO,18-Jul-2023 03:44 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2181332,PRAVATI MALLICK,19-Jul-2023 04:28 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2181145,SARANGADHAR DAS,19-Jul-2023 02:34 PM,Rejected-Technical,Not Fufilled all eligible criteria,05-Aug-2023 01:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,2180999,SNEHALATA CONSTRUCTION AND INTERIOR,19-Jul-2023 01:18 PM,Rejected-AOC,Fulfilled eligibility criteria,10-Oct-2023 05:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
