Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lagnajit Rout,07-Oct-2023 12:47 PM,techsummary_439059.pdf (336.84 KB),07-Oct-2023,"INR 1,988,100",60.0,Lagnajit Rout,07-Oct-2023 12:57 PM,58059.pdf (723.00 KB),Contract value includes GST,1,2153517,M/S KANTHAMANI SETHY,03-Jun-2023 03:57 PM,Rejected-AOC,Quoted rate includes GST,07-Oct-2023 01:03 PM,Finance,BIDS OF PABITRA MOHAN NAYAK AND KANTHAMANI SETHY HAVE BEEN ADMITTED.,Kahnu Charan Dhir,22-Jun-2023 10:57 AM,finance_439059.pdf,BOQ Comparative Chart,1.0,2152879.0,M/s.PABITRA MOHAN NAYAK,INR,"1,988,100",Municipal Bodies||Paradeep Municipality,2023_ORULB_89244_42,EO/PDPM/W_01/2023-24,"Construction of road and drain from i. Kabindra Kandy house to Mihir Sen house ii. Sudhir Jena house to Gauranga Jena house, Rice mill in Ward No. 05",BASANT BISWAL,Internal,"Chairperson, Executive Officer, Municipal Engineer, JE, Head Asst. and Accountant",Lagnajit Rout,07-Oct-2023 12:51 PM,finsummary_439059.pdf (336.84 KB),AOC,1,ICICI BANK,Municipal Bodies||Paradeep Municipality,EO/PDPM/W_01/2023-24,2023_ORULB_89244_42,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,25-May-2023 05:00 PM,06-Jun-2023 11:00 AM,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,25-May-2023 05:00 PM ,03-Jun-2023 05:00 PM ,25-May-2023 05:00 PM,03-Jun-2023 05:00 PM,"Construction of road and drain from i. Kabindra Kandy house to Mihir Sen house ii. Sudhir Jena house to Gauranga Jena house, Rice mill in Ward No. 05","Construction of road and drain from i. Kabindra Kandy house to Mihir Sen house ii. Sudhir Jena house to Gauranga Jena house, Rice mill in Ward No. 05",Please refer Tender documents. ,NA ,"16,04,639",Civil Works - Others,NA ,Tender,90.0,60.0,Paradeep Municipality,754142.0,NA ,NA ,NA ,Paradeep Municipality,No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender documents,"16,046",Yes,percentage,1.0%,Nil,Nil,"6,000",0.0,Nil,Nil,No,"EO, Paradeep Municipality",Pradeep Municipality,AOC
,,,,,,,,,,,,,2,2152879,M/s.PABITRA MOHAN NAYAK,02-Jun-2023 11:03 PM,Accepted-AOC,Quoted rate includes GST,07-Oct-2023 01:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,AOC
