Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
"SE RW Division, Sambalpur","SE RW Division, Sambalpur","2,000",0.0,Nil,Nil,No,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,Tenderonline SBPR-09 of 25-26,2025_CERWI_121270_48,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Online proof copy of Tender cost, EMD, GSTIN, PAN, RC, Affidavit","3,360",Yes,percentage,1.0%,Nil,Nil,"Repair to E type Qtrs at RW Section, Dhama for the year 25-26","Repair to E type Qtrs at RW Section, Dhama for the year 25-26",Please refer Tender documents. ,NA ,"3,36,000",Civil Works - Buildings,NA ,Tender,90.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,"SE RW Division, Sambalpur",No ,No,26-Nov-2025 12:55 PM,03-Dec-2025 10:00 AM,26-Nov-2025 12:55 PM,02-Dec-2025 05:00 PM,NA ,NA ,26-Nov-2025 12:55 PM,02-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC,SE,Internal,,Ashirbad Panda,06-Feb-2026 05:00 PM,techsummary_567133.pdf (193.30 KB),SE,Internal,,Ashirbad Panda,06-Feb-2026 05:04 PM,finsummary_567133.pdf (193.30 KB),Finance,All 12nos.,Ashirbad Panda,08-Dec-2025 03:55 PM,finance_567133.pdf,BOQ Comparative Chart,06-Feb-2026,"INR 285,756",60.0,Ashirbad Panda,06-Feb-2026 05:13 PM,111.pdf (193.00 KB),aoc,1,3261391,KISHOR KUMAR SARANGI,28-Nov-2025 04:20 PM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,1.0,3265537.0,PUSPANJALI DEHURI,INR,"285,756",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,2025_CERWI_121270_48,Tenderonline SBPR-09 of 25-26,"Repair to E type Qtrs at RW Section, Dhama for the year 25-26",AOC
,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3265269,MAMATA PRADHAN,28-Nov-2025 08:54 PM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3271314,MANOJ KUMAR MAHAPATRA,02-Dec-2025 01:34 AM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3271331,Nalini Meher,02-Dec-2025 01:21 PM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3268042,PADMINI SINGH,30-Nov-2025 05:56 PM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3270982,Prabhat Rana,01-Dec-2025 09:22 PM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3268580,PUJARANI SAMAL,01-Dec-2025 12:47 AM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3265537,PUSPANJALI DEHURI,29-Nov-2025 06:59 AM,Accepted-AOC,ok,06-Feb-2026 05:13 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3269781,SANTOSH KUMAR PADHI,01-Dec-2025 03:30 PM,Rejected-Technical,ok,06-Feb-2026 05:00 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3265135,SAROJ SARANGI,29-Nov-2025 08:22 PM,Rejected-Finance,ok,06-Feb-2026 05:04 PM,,,,,,,,,,AOC
