Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"10,000",0.0,Nil,Nil,No,"Chief Construction Engineer,RWC,Angul",At-Hakimpada Angul,04-Oct-2025 09:00 AM,22-Oct-2025 10:00 AM,04-Oct-2025 09:00 AM,20-Oct-2025 05:00 PM,04-Oct-2025 09:00 AM ,18-Oct-2025 01:00 PM ,04-Oct-2025 09:00 AM,20-Oct-2025 05:00 PM,08-Dec-2025 10:00 AM,"2,78,510",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD One percentage of the estimated cost,GST,PAN,RC,Affidavit regarding correctness",Construction of road from Palasbania- Dubanali road in the District of Angul under imp. to existing road for the year 2025-26.,Construction of road from Palasbania- Dubanali road in the District of Angul under imp. to existing road for the year 2025-26.,Please refer Tender documents. ,NA ,"2,78,51,000",Civil Works - Roads,NA ,Tender,90.0,270.0,Angul,759122.0,NA ,NA ,NA ,"Office of the Chief Construction Engineer,RWC,Angu",No ,No,CE RW I||RWCIRCLE-ANGUL,Road Online-AGL-15/2025-26,2025_CERWI_118945_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,AOC,18-Feb-2026,"INR 23,675,125",270.0,Anup Kumar Behera,18-Feb-2026 07:52 PM,Palasbania.pdf (762.00 KB),REFUND OF E.M.D,1,3138225,M/S SAHEB CONSTRUCTION,20-Oct-2025 02:23 PM,Rejected-AOC,0,18-Feb-2026 07:52 PM,Finance,Five Bidders found,Anup Kumar Behera,08-Dec-2025 04:09 PM,finance_554624.pdf,BOQ Comparative Chart,Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,04-Dec-2025 04:46 PM,08-Dec-2025 10:00 AM,techsummary_554624.pdf (5454.31 KB),Chief Construction Engineer,Internal,E.E DAO ESTIMATOR,Anup Kumar Behera,18-Feb-2026 07:49 PM,finsummary_554624.pdf (761.89 KB),Technical,Five Bidders found,Mamatamayee Biswal,22-Oct-2025 06:32 PM,technical_554624.pdf,CE RW I||RWCIRCLE-ANGUL,2025_CERWI_118945_3,Road Online-AGL-15/2025-26,Construction of road from Palasbania- Dubanali road in the District of Angul under imp. to existing road for the year 2025-26.,1.0,3128048.0,SUNIL KUMAR SAHU,INR,"23,675,125",AOC
,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,"Labour licence,Similar nature of work,Annual Turn Over,Work in hand,No relation,No Litigation certif",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,3136218,PRASANTA KUMAR PRADHAN,19-Oct-2025 05:20 PM,Rejected-AOC,0,18-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,"Machinery own obtained on hire, Balance sheet Bidder Contact address and other documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,3135891,SANJEEV KUMAR SINGH,19-Oct-2025 02:37 PM,Rejected-AOC,0,18-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities in xls sheet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,3138484,SOUMYA RANJAN BEHERA,20-Oct-2025 04:43 PM,Rejected-AOC,0,18-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,3128048,SUNIL KUMAR SAHU,14-Oct-2025 11:40 PM,Accepted-AOC,WINNER OF LOTTERY AMONG THE 1ST LOWEST BIDDERS,18-Feb-2026 07:52 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
