Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
18-Nov-2025 05:00 PM,26-Nov-2025 11:00 AM,18-Nov-2025 05:00 PM,25-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM ,21-Nov-2025 05:00 PM ,18-Nov-2025 05:00 PM,25-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN,GSTN No. EMD, Affidavit Online Cost of tender paper etc. as per DTCN",S/R to RD road to Amdarah road for the year 2025-26.,S/R to RD road to Amdarah road for the year 2025-26.,Please refer Tender documents. ,NA ,"45,28,651",Civil Works - Roads,NA ,Tender,90.0,90.0,Jharsuguda,768204.0,NA ,NA ,NA ,"R.W.Division, Jharsuguda",No ,No,"45,287",Yes,percentage,1.0%,Nil,Nil,Superintending Engineer,"R.W.Division, Jharsuguda","6,000",0.0,Nil,Nil,No,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online - SEJSG 08 of 2025-26,2025_CERWI_121373_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,AOC,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,20-Dec-2025 03:49 PM,finsummary_565030.pdf (25.84 KB),CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2025_CERWI_121373_5,Online - SEJSG 08 of 2025-26,S/R to RD road to Amdarah road for the year 2025-26.,1.0,3245908.0,BHAWANI SANKAR DHAR,INR,"3,849,806",Finance,Admitted,Pratima Naik,18-Dec-2025 12:32 PM,,BOQ Comparative Chart,26-Dec-2025,"INR 3,849,806",90.0,Ashish Kumar Lenka,23-Feb-2026 12:39 PM,5076.pdf (978.00 KB),Work order for the work S/R to RD road to Amdarah road for the year 2025-26.,1,3245908,BHAWANI SANKAR DHAR,23-Nov-2025 10:33 PM,Accepted-AOC,Successful,23-Feb-2026 12:40 PM,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,20-Dec-2025 11:37 AM,techsummary_565030.pdf (25.84 KB),AOC
,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3246308,MAHESH AGRAWAL,24-Nov-2025 09:41 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3250715,M/S KUMUDINI SAIDEO,25-Nov-2025 04:15 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3253181,NEHA BHATTACHARYA,25-Nov-2025 10:30 AM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3253950,PRAKASH PADHEE,25-Nov-2025 02:46 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:40 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3250635,SAMIR KUMAR SAI DEO,25-Nov-2025 03:03 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:40 PM,,,,,,,AOC
