Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Cover No,Cover,Document Type,Description,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"6,000",0.0,Nil,Nil,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper cost, EMD, RC, PAN, GSTIN, Affidavits, and other required documents as per DTCN.",SE RWD Udala,SE RWD Udala,CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,05(Onilne)/RWD/UDALA/2025-26,2025_CERWI_122336_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"30,460",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,Construction of 01 No. D Type Qtr at Kusalda PHC in the District of Mayurbhanj.,Construction of 01 No. D Type Qtr at Kusalda PHC in the District of Mayurbhanj.,Please refer Tender documents. ,NA ,"30,46,000",Civil Works - Buildings,NA ,Tender,90.0,180.0,"SERW Division, Udala",757041.0,NA ,NA ,NA ,Office of the SE RWD Udala,No ,No,02-Dec-2025 01:00 PM,08-Dec-2025 05:30 PM,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,02-Dec-2025 01:00 PM ,08-Dec-2025 03:00 PM ,02-Dec-2025 01:00 PM,08-Dec-2025 05:00 PM,AOC,1,3286269,ARPIT ROUT,07-Dec-2025 04:33 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,20-Feb-2026,"INR 2,589,515.95",180.0,Haripriya Behera,20-Feb-2026 01:22 PM,Kusalda5A.pdf (398.00 KB),SE RWD Udala,Internal,,Haripriya Behera,20-Feb-2026 01:15 PM,techsummary_568488.pdf (540.84 KB),CE RW I||RWCIRCLE-BARIPADA||RW Division Udala,2025_CERWI_122336_5,05(Onilne)/RWD/UDALA/2025-26,Construction of 01 No. D Type Qtr at Kusalda PHC in the District of Mayurbhanj.,SE RWD Udala,Internal,,Haripriya Behera,20-Feb-2026 01:18 PM,finsummary_568488.pdf (540.84 KB),Finance,13 Nos of bidders admitted,Haripriya Behera,20-Feb-2026 01:11 PM,,BOQ Comparative Chart,1.0,3283870.0,HARISH KUMAR BEHERA,INR,"2,589,515.95",AOC
,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,3285564,ASIT KUMAR LENKA,07-Dec-2025 11:51 AM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3288713,BHIKARI DALAEI,08-Dec-2025 02:51 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3280857,DEEPAK PRATIHARI,07-Dec-2025 02:43 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3286363,DILLIP NAYAK,07-Dec-2025 05:41 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3283870,HARISH KUMAR BEHERA,07-Dec-2025 01:49 PM,Accepted-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3285782,Kamalakanta Choudhury,07-Dec-2025 05:44 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3278920,prasanta Kumar Behera,07-Dec-2025 04:29 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3282641,RANJITA SA,07-Dec-2025 08:05 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3283814,SAGAR KUMAR SETHY,07-Dec-2025 07:37 PM,Rejected-AOC,L1,20-Feb-2026 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
