EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Tender Stage,Type :,Summary :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"12,28,000",Yes,fixed,,Nil,Nil,1.0,CORRIGENDUM-01 TCN NO-1233 DT-12.02.2025,Other,,MD OLIC,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,19-Feb-2025 10:00 AM,18-Mar-2025 11:00 AM,19-Feb-2025 10:00 AM,17-Mar-2025 05:00 PM,19-Feb-2025 10:00 AM ,03-Mar-2025 05:00 PM ,19-Feb-2025 10:00 AM,17-Mar-2025 05:00 PM,07-Jul-2025 11:00 AM,1,ICICI BANK,"11,800",0.0,Nil,Nil,Yes,"Installatin, Electrification, Energisation and Commissioning of Borewells in BOUDH District Pkg-01 BID ID-67","Installatin, Electrification, Energisation and Commissioning of Borewells in BOUDH District Pkg-01 BID ID-67",Please refer Tender Document DTCN ,NA ,"12,27,58,000",Civil Works - Lift Irrigation Schemes,NA ,Tender,730.0,180.0,BOUDH,762014.0,NA ,NA ,NA ,OFFICE OF MD OLIC PLOT NO-N-17/2 NAYAPALLI BBSR,No ,No,Orissa Lift Irrigation Corporation,1233 DT-12.02.2025,2025_OLIC_110560_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1,Fee/PreQual/Technical,.pdf,"TENDER COST, EMD, GST, PAN AND ALL OTHER DOCUMENTS AS PER DTCN",AOC,Technical,Two nos of bidders have participated,Sudarsan Sadangi,18-Mar-2025 02:51 PM,,1,2854949,"m s mahabir borewell and equipments, prop.padmalava mallick",17-Mar-2025 01:35 PM,Rejected-Finance,Rejected by Tender Committee,14-Oct-2025 09:31 PM,Finance,Two nos of bidders have participated,Sudarsan Sadangi,08-Jul-2025 10:13 AM,,BOQ Comparative Chart,MD OLIC LTD,Internal,"FA-CUM-CAO DOWR, FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, REP. OF DIRECTOR GWD, EE (MP) OLIC",Sudarsan Sadangi,14-Oct-2025 09:31 PM,finsummary_529905.pdf (17372.14 KB),14-Oct-2025,"INR 116,632,551.98",180.0,Sudarsan Sadangi,12-Feb-2026 05:39 PM,OrderBoudh01.pdf (2860.00 KB),Order,CE MECH DOWR,External,"FA AND CAO OLIC, ED (TECH) OLIC, ADDL. CHIEF ENGINEER RWSS, ADDL. DIRECTOR GWD, EE (ELECT.) OLIC, EE (MP) OLIC",Sudarsan Sadangi,03-Jul-2025 11:02 AM,07-Jul-2025 11:00 AM,techsummary_529905.pdf (12490.21 KB),Orissa Lift Irrigation Corporation,2025_OLIC_110560_2,1233 DT-12.02.2025,"Installatin, Electrification, Energisation and Commissioning of Borewells in BOUDH District Pkg-01 BID ID-67",1.0,2853976.0,TIRUPATI DRILLING AND MINING SERVICES PVT. LTD,INR,"116,632,551.98",AOC
,,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Finance,.xls,BOQ,AOC,,,,,,2,2853976,TIRUPATI DRILLING AND MINING SERVICES PVT. LTD,17-Mar-2025 02:55 PM,Accepted-AOC,L-1 Bidder,12-Feb-2026 05:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
