Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage
AMP OF Bridge overSurubali nallah on Podabalanda to Badmal road for t he year 25-26,AMP OF Bridge overSurubali nallah on Podabalanda to Badmal road for t he year 25-26,Please refer Tender documents. ,NA ,"12,61,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Sambalpur,768001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, SAMBALPUR",No ,No,SE RW Divn Sambaplpur,SE RW Divn Sambaplpur,CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,Tenderonline SBPR 04 OF 25-26,2025_CERWI_119628_13,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"12,610",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"online proof copy of tender cost, EMD, GSTIN,PAN,RC, Affidavit etc.","6,000",0.0,Nil,Nil,No,1.0,ICICI BANK,17-Oct-2025 03:00 PM,28-Oct-2025 10:00 AM,17-Oct-2025 03:00 PM,27-Oct-2025 05:00 PM,17-Oct-2025 03:00 PM ,26-Oct-2025 02:00 PM ,17-Oct-2025 03:00 PM,27-Oct-2025 05:00 PM,AOC,SE,Internal,,Ashirbad Panda,04-Feb-2026 05:41 PM,techsummary_556754.pdf (193.30 KB),SE,Internal,,Ashirbad Panda,04-Feb-2026 05:44 PM,finsummary_556754.pdf (193.30 KB),Finance,all 20nos,Ashirbad Panda,04-Nov-2025 10:25 AM,,BOQ Comparative Chart,04-Feb-2026,"INR 1,071,979",60.0,Ashirbad Panda,05-Feb-2026 10:22 AM,surubalionPodabalanda.pdf (740.00 KB),AOC,1,3159306,ANANDA MAJHI,27-Oct-2025 02:15 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,1.0,3143188.0,SOURABH BEHERA,INR,"1,071,979",CE RW I||RWCIRCLE-SAMBALPUR||RWDIVISION-SAMBALPUR,2025_CERWI_119628_13,Tenderonline SBPR 04 OF 25-26,AMP OF Bridge overSurubali nallah on Podabalanda to Badmal road for t he year 25-26,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,boq,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,2,3155379,BHAGABAN PRADHAN,26-Oct-2025 06:11 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,3,3155818,BIJAY PRADHAN,26-Oct-2025 07:43 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,4,3147010,Birendra Kumar Sahoo,23-Oct-2025 09:28 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,5,3143778,BISWARANJAN PRADHAN,22-Oct-2025 06:52 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,6,3159807,DUKHIRAM SAHU,27-Oct-2025 03:32 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,7,3150614,GOBARDHAN PRADHAN,26-Oct-2025 12:50 AM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,8,3146592,HARISHCHANDRA SAHOO,23-Oct-2025 06:48 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,9,3151004,M/s PRATEEK CONSTRUCTIONS,26-Oct-2025 10:32 AM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,10,3152536,NATABARA MEHER,25-Oct-2025 08:04 PM,Rejected-Technical,ok,04-Feb-2026 05:41 PM,,,,,,,,,,AOC
