Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Name,Address,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,OK,Bidyut Prabha Padhy,21-Feb-2026 01:06 PM,,BOQ Comparative Chart,1.0,3339869.0,MAMATA KUMARI SATAPATHY,INR,"592,490",CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,2025_CERWI_123826_1,Online Tender 11/MOHANA/2025-26,SR and Security management to Sub-Jail building at R.Udayagiri for the year 2025-26.,EXECUTIVE ENGINEER,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,21-Feb-2026 01:20 PM,finsummary_573302.pdf (1228.87 KB),EXECUTIVE ENGINEER,Internal,"Executive Engineer, DAO, AEE Mohana, Estimator",Bidyut Prabha Padhy,21-Feb-2026 01:12 PM,techsummary_573302.pdf (1228.87 KB),21-Feb-2026,"INR 592,490",30.0,Bidyut Prabha Padhy,21-Feb-2026 01:25 PM,ID11SL01.pdf (1229.00 KB),Successful Bidder,1,3341768,ANIL KUMAR SETHI,01-Jan-2026 02:00 PM,Rejected-AOC,All documents submitted.,21-Feb-2026 01:25 PM,AOC,Executive Engineer,"RURAL WORKS DIVISION, MOHANA",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit,GSTIN,PAN,RC,other papers as per DTCN,BOQ",SR and Security management to Sub-Jail building at R.Udayagiri for the year 2025-26.,SR and Security management to Sub-Jail building at R.Udayagiri for the year 2025-26.,NA ,NA ,"6,96,965",Civil Works - Buildings,NA ,Tender,90.0,30.0,Mohana,761015.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, MOHANA",No ,No,26-Dec-2025 11:00 AM,02-Jan-2026 11:00 AM,26-Dec-2025 11:00 AM,01-Jan-2026 05:00 PM,26-Dec-2025 11:00 AM ,30-Dec-2025 05:00 PM ,26-Dec-2025 11:00 AM,01-Jan-2026 05:00 PM,1.0,ICICI BANK,"7,000",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-RAYAGADA||RWDIVISION-MOHANA,Online Tender 11/MOHANA/2025-26,2025_CERWI_123826_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,"4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3341866,BALARAM SAHU,01-Jan-2026 03:34 PM,Rejected-AOC,All documents submitted.,21-Feb-2026 01:25 PM,AOC,,,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3341690,DUKHI NAIK,01-Jan-2026 12:43 PM,Rejected-AOC,All documents submitted.,21-Feb-2026 01:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3339869,MAMATA KUMARI SATAPATHY,30-Dec-2025 01:35 PM,Accepted-AOC,Successful Bidder,21-Feb-2026 01:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3339944,PRAMOD KUMAR DASH,30-Dec-2025 01:46 PM,Rejected-AOC,All documents submitted.,21-Feb-2026 01:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3341503,SANTOSH KUMAR PADHAN,31-Dec-2025 07:18 PM,Rejected-AOC,All documents submitted.,21-Feb-2026 01:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3341337,Sukesh Chandra Ratha,01-Jan-2026 02:18 PM,Rejected-AOC,All documents submitted.,21-Feb-2026 01:25 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
