Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of Tender Paper,EMD,GSTIN,GSTRC,PAN,Registration certificate ,amd other Documents as per DTCN","19,600",Yes,fixed,,Nil,Nil,SE R and B Division No-II,Office of SE R and B Division No-II,S/R to Bhawanipatna-Muniguda road such as construction of RCC drain from 43.380 to 43.580 Km from the year 2025-26,Road Work,Please refer Tender Documents ,NA ,"19,54,857",Civil Works - Roads,NA ,Tender,90.0,60.0,Muniguda,765020.0,NA ,NA ,NA ,Office of SE R and B Division No-II,No ,No,"6,000",0.0,Nil,Nil,No,EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,RC(RANDB) RGD NO. II/ 12 /2025-26,2025_EICCL_122838_3,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,10-Dec-2025 11:00 AM,18-Dec-2025 11:00 AM,10-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,NA ,NA ,10-Dec-2025 11:00 AM,17-Dec-2025 05:00 PM,1.0,ICICI BANK,AOC,1,3311211,AJIT KUMAR SENAPATI,17-Dec-2025 03:07 PM,Accepted-AOC,First Lowest and Awarded through transparent lottery system,16-Feb-2026 04:25 PM,16-Feb-2026,"INR 1,661,824",60.0,Durga Madhaba Padhi,16-Feb-2026 04:25 PM,WO_BM.pdf (485.00 KB),"Work is Awarded to Sri Ajit Kumar Senapati through transparent lottery system, Bid Work order No-576, Dt -02.02.2026 of R and B Division-II, Rayagada",SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,16-Feb-2026 04:07 PM,techsummary_570471.pdf (649.51 KB),SE No-II Rayagada,Internal,"SE, DAO, Estimator",Durga Madhaba Padhi,16-Feb-2026 04:14 PM,finsummary_570471.pdf (649.51 KB),EIC-CIVIL||SERNB-CIRCLE-RAYAGADA||EERNB-DIVN-RAYAGADA NEW,2025_EICCL_122838_3,RC(RANDB) RGD NO. II/ 12 /2025-26,S/R to Bhawanipatna-Muniguda road such as construction of RCC drain from 43.380 to 43.580 Km from the year 2025-26,1.0,3311211.0,AJIT KUMAR SENAPATI,INR,"1,661,824",Finance,Tender Opened,Durga Madhaba Padhi,16-Feb-2026 04:03 PM,finance_570471.pdf,BOQ Comparative Chart,AOC
,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,2,3306068,ANAM CONSTRUCTION,16-Dec-2025 10:01 AM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,3304860,ASHOK KULDIPIA,15-Dec-2025 06:50 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3311288,BIDESHI KHADANGA,17-Dec-2025 02:48 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3310701,GOBINDA CHANDRA SAHU,17-Dec-2025 04:25 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3310099,LAICHAN KARKARIA,17-Dec-2025 08:41 AM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3306521,LAXMI TRINATH CONSTRUCTION PRIVATE LIMITED,16-Dec-2025 02:49 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3307209,PARAMJEET KAUR,16-Dec-2025 08:49 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3309048,PARESWAR PRADHANI,16-Dec-2025 09:55 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3311344,Sabita Senapati,17-Dec-2025 03:12 PM,Rejected-AOC,First Lowest,16-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
