Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :.1,Document :,Type :,Summary :,Updated By :.2,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Orissa Mining Corporation,"OMC/E-PROC/CP/029/2025-26, Dtd. 05/12/2025",2025_OMC_122593_1,Yes,Limited,Item Rate,Services,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Required documents as per DTCN,Head(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar",1.0,ICICI BANK,"40,000",Yes,fixed,,Nil,Nil,0.0,0.0,Nil,Nil,No,Branding and event management for the Annual Sports Meet 2025 of OMC Ltd.,Branding and event Management for the Annual Sports Meet 2025 of OMC Ltd.,Please refer Tender documents. ,NA ,,Miscellaneous Services,NA ,Tender,90.0,20.0,"OMC Ltd., Bhubaneswar",751001.0,NA ,NA ,NA ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,05-Dec-2025 04:00 PM,12-Dec-2025 01:00 PM,05-Dec-2025 04:00 PM,12-Dec-2025 12:00 PM,NA ,NA ,05-Dec-2025 04:00 PM,12-Dec-2025 12:00 PM,AOC,06-Feb-2026,"INR 718,124",20.0,Diptimayee Subhadarshini Dash,06-Feb-2026 11:41 AM,LOAEvent.pdf (1125.00 KB),Awarded for the work including GST,1.0,3296912.0,XPOSE ADVERTISING,INR,"718,124",Orissa Mining Corporation,2025_OMC_122593_1,"OMC/E-PROC/CP/029/2025-26, Dtd. 05/12/2025",Branding and event management for the Annual Sports Meet 2025 of OMC Ltd.,GM(Finance),Internal,"Sr.Manager(Drilling)CP, Sr.Manager(Geology)Legal, DGM(CC)",Diptimayee Subhadarshini Dash,06-Feb-2026 11:33 AM,finsummary_569470.pdf (771.11 KB),Finance,Opening summary,Diptimayee Subhadarshini Dash,15-Dec-2025 11:19 AM,finance_569470.pdf,BOQ Comparative Chart,GM(Finance),Internal,"Sr.Manager(Drilling)CP, Sr.Manager(Geology)Legal, DGM(CC)",Diptimayee Subhadarshini Dash,06-Feb-2026 11:24 AM,techsummary_569470.pdf (771.10 KB),1,3286813,CATHEXIS,09-Dec-2025 03:58 PM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,.xls,Price bid,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3296828,COLOR PLUS,12-Dec-2025 11:01 AM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,.pdf,Rate of GST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3295932,Expression 360 Services India Limited,11-Dec-2025 05:30 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Submitted MSME UDYAM of West Bengal against EMD Exemption as per Clause 8.7.4 of Instructions to Bidder.,15-Dec-2025 11:19 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3293073,IMAGERY,11-Dec-2025 07:25 PM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3293798,Max Publicity and Communication Pvt Ltd,11-Dec-2025 07:33 PM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3290536,SANKET COMMUNICATIONS PRIVATE LIMITED,11-Dec-2025 08:47 PM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3291899,Seventhavenue Eventz Pvt Ltd,12-Dec-2025 11:33 AM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3295719,SHADOW ADVERTISING AND COMMUNICATIONS PVT LTD,12-Dec-2025 11:14 AM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3293212,THE ADVERTISING CORPORATION OF INDIA PVT LTD.,10-Dec-2025 02:28 PM,Rejected-Finance,Other than L1,06-Feb-2026 11:33 AM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3296912,XPOSE ADVERTISING,12-Dec-2025 11:15 AM,Accepted-AOC,Awarded for the work including GST,06-Feb-2026 11:42 AM,AOC
