S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.3,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Name,Address,S.No,Instrument Type,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage
1.0,3310731.0,G.MANJU SERVICES PRIVATE LIMITED,INR,"10,810,577",Technical,"OUT OF 8 BIDDERS, 7 NUMBERS OF BIDDERS ARE ADMITTED AND ONE BID IS REJECTED",Sandeep Khadanga,06-Jan-2026 11:30 AM,technical_570279.pdf,Municipal Bodies||Khallikote NAC,2025_ORULB_122800_1,KIT-NAC-03/2025-26,Providing Outsourcing Services For Sanitation Maintenance Work For Areas Under Khallikote N.A.C,NIRANJAN BEHERA CHAIRPERSON NAC KHALLIKOTE,Internal,EXECUTIVE OFFICER ASST ENGINEER HEAD ASST SENIOR ASST ACCOUNTANT,Sandeep Khadanga,12-Jan-2026 06:58 PM,finsummary_570279.pdf (249.76 KB),NIRANJAN BEHERA CHAIRPERSON NAC KHALLIKOTE,Internal,EXECUTIVE OFFICER ASST ENGINEER HEAD ASST SENIOR ASST ACCOUNTANT,Sandeep Khadanga,12-Jan-2026 03:34 PM,12-Jan-2026 04:00 PM,techsummary_570279.pdf (280.43 KB),Finance,ALLOW ALL BIDDERS TO PARTICIPATE IN FINANCIAL EVALUATION,Sandeep Khadanga,12-Jan-2026 06:49 PM,,BOQ Comparative Chart,01-Feb-2026,"INR 10,810,577",365.0,Sandeep Khadanga,17-Feb-2026 03:21 PM,WORKORDER.pdf (347.00 KB),SANITATION SERVICES,1,3324722,ABC TRANSCARRIERS PRIVATE LIMITED,23-Dec-2025 04:15 PM,Rejected-Technical,DID NOT SECURE MORE THAN 70 PERCENTAGE IN TECHNICAL EVALUATION SO REJECTED AS PER CLAUSE IN DTCN,12-Jan-2026 03:34 PM,AOC,Municipal Bodies||Khallikote NAC,KIT-NAC-03/2025-26,2025_ORULB_122800_1,Yes,Open Tender,Percentage,Services,2.0,No,No,Offline,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,Providing Outsourcing Services For Sanitation Maintenance Work For Areas Under Khallikote N.A.C,Providing Outsourcing Services For Sanitation Maintenance Work For Areas Under Khallikote N.A.C,Please refer Tender documents. ,NA ,"1,04,09,800",Human Resources Supply,SANITATION OUTSOURCE SERVICE ,Tender,60.0,NA ,NAC KHALLIKOTE,761030.0,NA ,NA ,NA ,NAC OFFICE KHALLIKOTE,No ,No,"10,000",0.0,"EXECUTIVE OFFICER, NAC KHALLIKOTE",KHALLIKOTE,No,09-Dec-2025 10:00 AM,24-Dec-2025 03:00 PM,09-Dec-2025 10:00 AM,23-Dec-2025 05:00 PM,NA ,NA ,09-Dec-2025 10:00 AM,23-Dec-2025 05:00 PM,12-Jan-2026 04:00 PM,"EXECUTIVE OFFICER, NAC KHALLIKOTE",EXECUTIVE OFFICER NAC KHALLIKOTE,1.0,DD - Demand Draft,"1,04,098",Yes,fixed,,"EXECUTIVE OFFICER, NAC KHALLIKOTE",KHALLIKOTE,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3310731,G.MANJU SERVICES PRIVATE LIMITED,22-Dec-2025 05:48 PM,Accepted-AOC,L1,17-Feb-2026 03:21 PM,AOC,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,BC - Bankers Cheque,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3324625,Green Circle Environment Pvt. Ltd.,23-Dec-2025 03:10 PM,Rejected-Finance,DUE TO DID NOT SECURE HIGHEST MARK IN TECHNICAL EVALUATION,12-Jan-2026 06:58 PM,AOC,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,SS - Small Savings Instrument,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3322259,MAHADEV INDO SERVICES,22-Dec-2025 01:21 PM,Rejected-Finance,DUE TO DID NOT SECURE HIGHEST MARK IN TECHNICAL EVALUATION,12-Jan-2026 06:58 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,BG - Bank Guarantee,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3318029,Quantum Global Infratech Limited,23-Dec-2025 11:17 AM,Not Admitted-Fee/PreQual/Technical,Others-DOCUMENT NOT SUBMITTED OFFLINE AS PER DTCN GUIDELINE,06-Jan-2026 11:30 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,TD- Term Deposit,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3323891,SAFAI ABHIYAN,23-Dec-2025 02:18 PM,Rejected-Technical,DID NOT SECURE MORE THAN 70 PERCENTAGE IN TECHNICAL EVALUATION. SO REJECTED AS PER CLAUSE IN DTCN,12-Jan-2026 03:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3321864,SRIRAM INTELLIGENCE SECURITIES PVT. LTD.,23-Dec-2025 12:45 PM,Rejected-Technical,NOT APPEAR FOR TECHNICAL PRESENTATION SO TECHNICAL EVALUATION COULDNOT BE CONDUCTED,12-Jan-2026 03:34 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3296106,SURENDRA BARIK INFRASERVICE PRIVATE LIMITED,23-Dec-2025 03:25 PM,Rejected-Finance,DUE TO DID NOT SECURE HIGHEST MARK IN TECHNICAL EVALUATION,12-Jan-2026 06:58 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
