Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC","Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",600.0,0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_117,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"1,700",Yes,fixed,,Nil,Nil,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,Construction of Paver Road infront of Public Mission School towards UN Barik House at Ward No-5,Construction of Paver Road infront of Public Mission School towards UN Barik House at Ward No-5,Please refer Tender documents. ,NA ,"1,68,365",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,AOC,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_117,BM-BDK-01-2025-26,Construction of Paver Road infront of Public Mission School towards UN Barik House at Ward No-5,1,2897168,BIDYADHAR BEHERA,28-Apr-2025 07:59 AM,Accepted-AOC,Quoted second lowest and work awarded as SC contractor by conducting lottery,17-Feb-2026 01:40 PM,1.0,2897168.0,BIDYADHAR BEHERA,INR,"143,127",Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,17-Feb-2026 01:37 PM,finsummary_536478.pdf (240.28 KB),Finance,ok,TAPASA KUMAR SAMAL,02-May-2025 12:00 PM,,BOQ Comparative Chart,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,17-Feb-2026 01:34 PM,techsummary_536478.pdf (240.28 KB),17-Feb-2026,"INR 143,127",90.0,Sourav Chakrabarty,17-Feb-2026 01:40 PM,117.pdf (1644.00 KB),work order issued,AOC
,,.xls,Bill of Quantity,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,2,2898442,Suraj Kumar Singh,28-Apr-2025 04:22 PM,Rejected-AOC,Quoted first lowest,17-Feb-2026 01:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
