Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,"Junior Engineer,R.W.Circle,BAM P.A. to CCE,R.W.Circle, BAM SE,R.W.Divn-II,Gm,BAM",Swagatika Rauto,17-Dec-2025 12:18 PM,20-Dec-2025 11:00 AM,techsummary_565340.pdf (328.72 KB),Finance,Documents to be verified,Swagatika Rauto,22-Dec-2025 12:09 PM,finance_565340.pdf,BOQ Comparative Chart,1,3252390,AJIT MALLICK,24-Nov-2025 09:13 PM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,14-Feb-2026,"INR 10,683,270",365.0,Lopamudra Dalai,14-Feb-2026 04:25 PM,Etype.pdf (892.00 KB),1.0,3252921.0,Martina Nayak,INR,"10,683,270",CE RW I||RWCIRCLE-BERHAMPUR,2025_CERWI_121515_2,Online Tender/39-2025-26/BPR,"Construction of 4 Nos E type staff quarters at the Office premises of R.W.Division, Balliguda in the District of Kandhamal for the year 2024-25.",Technical,Documents to be verified,Swagatika Rauto,26-Nov-2025 07:58 PM,technical_565340.pdf,"Er. K.Ch.Khatua, CCE, RWC, BAM",Internal,,Lopamudra Dalai,14-Feb-2026 04:16 PM,finsummary_565340.pdf (520.54 KB),AOC,CE RW I||RWCIRCLE-BERHAMPUR,Online Tender/39-2025-26/BPR,2025_CERWI_121515_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"Chief Construction Engineer, R.W.Circle, BAM,","O/O Chief Construction Engineer, RWC, BAM Near Income Tax Office Ambapua-11",1.0,Fee/PreQual/Technical,.pdf,"Affidavit,GSTIN,PAN,RC,Experience,Bid security and other documents as per DTCN","10,000",0.0,Nil,Nil,No,"1,26,100",Yes,fixed,,Nil,Nil,18-Nov-2025 03:00 PM,26-Nov-2025 11:00 AM,18-Nov-2025 03:00 PM,25-Nov-2025 05:30 PM,18-Nov-2025 03:00 PM ,21-Nov-2025 05:30 PM ,18-Nov-2025 03:00 PM,25-Nov-2025 05:30 PM,20-Dec-2025 11:00 AM,"Construction of 4 Nos E type staff quarters at the Office premises of R.W.Division, Balliguda in the District of Kandhamal for the year 2024-25.","Construction of 4 Nos E type staff quarters at the Office premises of R.W.Division, Balliguda in the District of Kandhamal for the year 2024-25.",Please refer Tender documents. ,NA ,"1,26,05,000",Civil Works - Buildings,NA ,Tender,90.0,365.0,Balliguda,760011.0,NA ,NA ,NA ,"O/O Chief Construction Engineer, R.W.Circle, BAM,",No ,No,AOC
,,,,,,,,,,,,,2,3248749,AMAN KUMAR AGRAWAL,23-Nov-2025 07:23 PM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,3,3253229,DEBASIS GOUDA,25-Nov-2025 05:29 PM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,4,3253441,KESHAV SHARMA,25-Nov-2025 11:42 AM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,5,3252921,Martina Nayak,25-Nov-2025 08:31 AM,Accepted-AOC,Successful bidders after lottery system,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,6,3254505,M/s SHREE INFRA AND CO,25-Nov-2025 03:19 PM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,7,3248987,PRIYABRATA PARIDA,23-Nov-2025 08:42 PM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,8,3254389,RABI NARAYAN PATRO,25-Nov-2025 02:41 PM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,9,3252785,RAKESH MAHAPATRA,25-Nov-2025 12:53 AM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,10,3253052,SAPNESWAR SAHU,25-Nov-2025 10:42 AM,Rejected-AOC,1st Lowest,14-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
