Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"4,000",0.0,Nil,Nil,No,1,ICICI BANK,Municipal Bodies||Bhadrak Municipality,BM-BDK-01-2025-26,2025_ORULB_112423_49,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Const. of Drain and Road from Itekhar Alam house towards Lalo house and Hanan house in ward No.23.,Const. of Drain and Road from Itekhar Alam house towards Lalo house and Hanan house in ward No.23.,Please refer Tender documents. ,NA ,"5,52,254",Civil Works - Others,NA ,Tender,90.0,90.0,Bhadrak Municipality,756100.0,NA ,NA ,NA ,"Executive Officer, Bhadrak Municipality",No ,No,17-Apr-2025 10:00 AM,29-Apr-2025 11:00 AM,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,NA ,NA ,17-Apr-2025 10:00 AM,28-Apr-2025 05:00 PM,"Executive Officer, Bhadrak Municipality","Executive Officer, Bhadrak Municipality",1.0,Fee/PreQual/Technical/Finance,.pdf,"Bid document cost, EMD, GST, Registration Certificate, Affidavit and other documents as per DTC","5,600",Yes,fixed,,Nil,Nil,AOC,Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,24-Feb-2026 06:35 PM,finsummary_536352.pdf (240.28 KB),Gulmaki Dalawzi,Internal,Details attached below,Sourav Chakrabarty,24-Feb-2026 06:32 PM,techsummary_536352.pdf (240.28 KB),24-Feb-2026,"INR 552,254",90.0,Sourav Chakrabarty,24-Feb-2026 06:38 PM,49.pdf (579.00 KB),work order issued,Municipal Bodies||Bhadrak Municipality,2025_ORULB_112423_49,BM-BDK-01-2025-26,Const. of Drain and Road from Itekhar Alam house towards Lalo house and Hanan house in ward No.23.,1.0,2892633.0,RANJEET BEHERA,INR,"552,254",1,2896644,Padan Majhi,27-Apr-2025 03:00 PM,Rejected-AOC,Quoted second lowest,24-Feb-2026 06:38 PM,Finance,ok,TAPASA KUMAR SAMAL,01-May-2025 10:50 AM,,BOQ Comparative Chart,AOC
,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2892633,RANJEET BEHERA,26-Apr-2025 10:21 AM,Accepted-AOC,Quoted first lowest,24-Feb-2026 06:38 PM,,,,,,,AOC
