Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Stage
Finance,8 Nos Of Bidder participated,Pragyan Devi,10-Feb-2026 07:04 PM,finance_567593.pdf,BOQ Comparative Chart,1.0,3277905.0,PRAKASH CHANDRA PATTNAYAK,INR,"321,256",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_121930_39,Online Tender/09/SERWD PHULBANI/2025-26,S/R to 2R Qtr for RW Division at Phulbani 6Nos at Phulbani (Upper Colony)for the year 2025-26,1,3277539,ANATHA RANJAN GURU,04-Dec-2025 11:32 AM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,11-Feb-2026,"INR 321,256",30.0,Kartikeswar Sahu,11-Feb-2026 12:56 PM,srphulbaniaoc.pdf (849.00 KB),S.E,Internal,,Pragyan Devi,10-Feb-2026 07:09 PM,techsummary_567593.pdf (122.67 KB),S.E,Internal,,Pragyan Devi,10-Feb-2026 07:21 PM,finsummary_567593.pdf (122.67 KB),AOC,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/09/SERWD PHULBANI/2025-26,2025_CERWI_121930_39,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"OO the SE,RWD,PHULBANI","OO the SE,RWD,PHULBANI",S/R to 2R Qtr for RW Division at Phulbani 6Nos at Phulbani (Upper Colony)for the year 2025-26,S/R to 2R Qtr for RW Division at Phulbani 6Nos at Phulbani (Upper Colony)for the year 2025-26,S/R to 2R Qtr for RW Division at Phulbani 6Nos at Phulbani (Upper Colony)for the year 2025-26 ,NA ,"3,78,000",Civil Works - Buildings,NA ,Tender,90.0,30.0,"OO the SE,RWD,PHULBANI",762001.0,NA ,NA ,NA ,"OO the SE,RWD,PHULBANI",No ,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"2,000",0.0,Nil,Nil,Yes,28-Nov-2025 06:00 PM,05-Dec-2025 11:30 AM,28-Nov-2025 06:00 PM,04-Dec-2025 05:00 PM,28-Nov-2025 06:00 PM ,03-Dec-2025 03:00 PM ,28-Nov-2025 06:00 PM,04-Dec-2025 05:00 PM,"3,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,AOC
,,,,,,,,,,,,,,,2,3277551,DEBABRATA BISOI,04-Dec-2025 01:42 PM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC
,,,,,,,,,,,,,,,3,3277436,PRADEEP KUMAR MOHANTY,04-Dec-2025 03:25 PM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,4,3277905,PRAKASH CHANDRA PATTNAYAK,04-Dec-2025 12:27 PM,Accepted-AOC,Successful Bidder selected from transparent lottery system,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,5,3276605,SHASHI BHUSAN PRAHARAJ,04-Dec-2025 01:28 AM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,6,3274240,SOUMAYA RANJAN KANHAR,03-Dec-2025 12:29 PM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,7,3276432,SRABANA KUMAR PRADHAN,03-Dec-2025 08:55 PM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,8,3276578,Sri Kabiraja Sethi,04-Dec-2025 10:49 AM,Rejected-AOC,Unsuccessful Bidder,11-Feb-2026 12:56 PM,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
