S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,S.No,Bank Name,Name,Address,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
1.0,3224668.0,RACHANA BUILDERS,INR,"713,273.38",Finance,All the 05 nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence all the valid tenders have been taken into CS.,DHIRENDRA KUMAR NAIK,05-Dec-2025 12:33 PM,finance_561873.pdf,BOQ Comparative Chart,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,05-Dec-2025 12:38 PM,finsummary_561873.pdf (756.85 KB),"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_120799_4,SE MID SNG 10/2025-26,Improvement to (Construction of CC lining from RD 410m to 595.20m of Main canal) Chandrapur MIP in Bonai Block of Sundargarh District under ERM Scheme,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,05-Dec-2025 12:35 PM,techsummary_561873.pdf (756.85 KB),23-Dec-2025,"INR 713,273.38",90.0,DHIRENDRA KUMAR NAIK,10-Feb-2026 01:37 PM,chandrapurerm.pdf (981.00 KB),The tender of rachana Builders C class Gen. contractor decided in Transparent Lottery Amounting to Rs 713273.38 being 14.99 percent less than the Tendered value is accepted.,1,3211364,Chadan Maharana,11-Nov-2025 10:36 AM,Rejected-AOC,Rejected,10-Feb-2026 01:37 PM,AOC,1.0,ICICI BANK,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi",1.0,Fee/PreQual/Technical/Finance,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate","4,000",0.0,Nil,Nil,No,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG 10/2025-26,2025_CEMIB_120799_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,05-Nov-2025 10:00 AM,15-Nov-2025 11:00 AM,05-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,05-Nov-2025 10:00 AM ,14-Nov-2025 05:30 PM ,05-Nov-2025 10:00 AM,14-Nov-2025 05:30 PM,"8,390",Yes,percentage,1.0%,Nil,Nil,Improvement to (Construction of CC lining from RD 410m to 595.20m of Main canal) Chandrapur MIP in Bonai Block of Sundargarh District under ERM Scheme,Improvement to (Construction of CC lining from RD 410m to 595.20m of Main canal) Chandrapur MIP in Bonai Block of Sundargarh District under ERM Scheme,c and D class contractor ,NA ,"8,39,046",Civil Works - Others,Impvt. to MIP ,Tender,90.0,90.0,Bonai Block,770038.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3224505,Maa Bhanbhori Constructions,14-Nov-2025 01:40 PM,Rejected-AOC,Rejected,10-Feb-2026 01:37 PM,AOC,2.0,ICICI NEFT/RTGS,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3225029,Nirmal Kumar Muduli,14-Nov-2025 03:17 PM,Rejected-AOC,Rejected,10-Feb-2026 01:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3224668,RACHANA BUILDERS,14-Nov-2025 02:03 PM,Accepted-AOC,Accepted,10-Feb-2026 01:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3225129,SABITRI SAHOO,14-Nov-2025 03:33 PM,Rejected-AOC,Rejected,10-Feb-2026 01:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
