Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
12-Dec-2025 10:00 AM,23-Dec-2025 11:00 AM,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,12-Dec-2025 10:00 AM ,18-Dec-2025 03:30 PM ,12-Dec-2025 10:00 AM,22-Dec-2025 05:30 PM,"44,000",Yes,fixed,,Nil,Nil,"S.E., Berhampur Irr. Division, Berhampur","S.E., Berhampur Irr. Division, Courtpeta, Berhampur",1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender cost, EMD, Registration Certificate, GSTIN, PAN, Other documents as per DTCN",1.0,ICICI BANK,"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",e-BEID-02/2025-26,2025_CEBMB_122990_24,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,Restoration to RFB of River Dhanei from RD 180m to 680m (D/S of VRB) near village Malatentulia.,Restoration of flood embankment,Please refer Tender documents. ,NA ,"43,50,000",Civil Works - Others,NA ,Tender,90.0,90.0,Berhampur,760004.0,NA ,NA ,NA ,"O/o S.E., Berhampur Irr. Division, Berhampur",No ,No,AOC,Subrat Kumar Patnaik,Internal,,Nandini Devi,17-Jan-2026 01:04 PM,finsummary_571457.pdf (238.79 KB),Subrat Kumar patnaik,Internal,,Nandini Devi,07-Jan-2026 12:26 PM,techsummary_571457.pdf (238.79 KB),14-Feb-2026,"INR 3,698,088",90.0,SUBRAT PATNAIK,17-Feb-2026 02:33 PM,AOC_24.pdf (165.00 KB),Award to the Lottery Winner,1.0,3316337.0,RANJAN KUMAR SAHU,INR,"3,698,088","CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur||EE Chikiti Irrigation Divn Berhampur",2025_CEBMB_122990_24,e-BEID-02/2025-26,Restoration to RFB of River Dhanei from RD 180m to 680m (D/S of VRB) near village Malatentulia.,1,3322079,AMAR NATH JENA,22-Dec-2025 12:48 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,Finance,Forty Six bids downloaded successfully.,SUBRAT PATNAIK,24-Dec-2025 03:36 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,.xls,Bill of Quantities,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3320113,AMARNATH PATI,20-Dec-2025 10:45 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3322136,ANIL KUMAR JENA,22-Dec-2025 12:59 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3321595,Ashok Kumar Behera,22-Dec-2025 10:47 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3303363,BANISREE SETHY,15-Dec-2025 01:21 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3319503,BATCHU KRISHNA PATRA,20-Dec-2025 04:03 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3323194,BIJU BARADA,22-Dec-2025 04:27 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3319631,BINAYEE KUMARI PATRA,20-Dec-2025 05:21 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3321516,BISHNU PRASAD GOUDA,22-Dec-2025 10:16 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3322313,BISWAJIT BARADA,22-Dec-2025 01:28 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
