Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Cover No,Cover,Document Type,Description,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,3321549,BISWAJIT SINGH JAGDEV,22-Dec-2025 04:42 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,3322669,CHINMAYA KUMAR DASH,22-Dec-2025 02:33 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,3320219,Dilip Kumar Sahu,21-Dec-2025 11:25 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,3323337,DIPAK KUMAR SAHU,22-Dec-2025 05:02 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,3313633,GANESH SAHU,18-Dec-2025 12:36 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3311324,GOPINATH GOUDA,17-Dec-2025 06:06 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,3313855,GOUTAM PRADHAN,18-Dec-2025 01:19 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,3314140,Hemanta sekhar pradhan,18-Dec-2025 02:31 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,3321730,Jitendra Pradhan,22-Dec-2025 11:23 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,3320775,KAILASH KUMAR GOUDA,21-Dec-2025 06:22 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3319995,KALU CHARAN MALIK,20-Dec-2025 08:40 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3311995,KANHU CHARAN NAHAK,17-Dec-2025 06:43 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,3322808,MAHENDRA PRADHAN,22-Dec-2025 04:30 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,3321245,Manasa Ranjan Panda,21-Dec-2025 10:00 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,3308363,MANDAKINI BISHOYI,16-Dec-2025 04:07 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,3308822,MUKESH SAHU,16-Dec-2025 04:56 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,3323386,PANCHU DAS,22-Dec-2025 05:16 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,3318181,Prasant Kumar Sethy,19-Dec-2025 07:28 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,3318893,Pratap Chandra Pradhan,20-Dec-2025 11:54 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,3319270,PRATAP CHANDRA SAHU,20-Dec-2025 02:06 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,3319484,Purna Chandra Gouda,20-Dec-2025 03:58 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,3320668,RAJESH POLEI,21-Dec-2025 05:14 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,3320851,RAMA CHANDRA ADHIKARI,21-Dec-2025 06:32 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,3301339,RAMA CHANDRA NAYAK,14-Dec-2025 04:04 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,3316337,RANJAN KUMAR SAHU,19-Dec-2025 02:29 PM,Accepted-AOC,Lottery Winner,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,3320675,Sachidananda Sahu,21-Dec-2025 05:28 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,3323264,SAMIR KUMAR SETHI,22-Dec-2025 05:14 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,3322116,SANKAR PARIDA,22-Dec-2025 01:12 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,3320652,SHANKARA PRADHAN,22-Dec-2025 10:54 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,3319566,SHARADA PRASAD RATH,20-Dec-2025 04:42 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,3323352,Simanchala Panda,22-Dec-2025 05:26 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,3321384,SUBHAM TRIPATHY,22-Dec-2025 12:15 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,3321035,SUBRAT KUMAR GOUDA,21-Dec-2025 08:17 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,3302688,Sudhansu Sahu,15-Dec-2025 06:59 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,3323189,SUSIL KUMAR PRADHAN,22-Dec-2025 04:27 PM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,3321815,TUKUNA SWAIN,22-Dec-2025 11:48 AM,Rejected-AOC,Lottery Looser,17-Feb-2026 02:33 PM,,,,,,,AOC
