S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,2880130.0,RAM KRISHNA MANDAL,INR,"235,667",Finance,total seven nos of bidders found in bidding.........,ALAK KUMAR ANUGULIA,25-Jul-2025 08:44 PM,,BOQ Comparative Chart,Smt. RADHA BHATRA,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality A.E Umerkote Municipality Accountant Umerkote Municipality,Aswini Kumar Patnaik,14-Oct-2025 12:37 PM,finsummary_534668.pdf (1713.72 KB),Municipal Bodies||Umerkote Municipality,2025_ORULB_112008_1,UKTM-MUN- 01/2025-26(14),Construction of Paver Block road from P. Ravna Rao house to Durga Pattnaik House in Ward No 03,Smt. Radha Bhatra,Internal,Chairperson Umerkote Municipality BDO Umerkote E.O Umerkote Municipality M.E Umerkote Municipality J.E Umerkote Municipality Accountant Umerkote Municipality,ALAK KUMAR ANUGULIA,26-Jul-2025 08:12 PM,techsummary_534668.pdf (14371.10 KB),16-Oct-2025,"INR 235,667",60.0,Aswini Kumar Patnaik,16-Feb-2026 11:43 AM,AOC14.pdf (486.00 KB),LOA issued in favour of Ramakrishna Mandal as he is qualified as L1 bidder......,1,2880963,BIJAYANANDA PATI,10-Apr-2025 05:09 PM,Rejected-Finance,L2 bidder,14-Oct-2025 12:37 PM,AOC,Construction of Paver Block road from P. Ravna Rao house to Durga Pattnaik House in Ward No 03,Civil Work,Please refer to Tender Documents ,NA ,,Civil Works - Roads,NA ,Tender,180.0,60.0,Umerkote Municipality,764073.0,NA ,NA ,NA ,Umerkote Municipality,No ,No,"2,000",0.0,Nil,Nil,No,Executive Officer,Umerkote Municipality,"2,772",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,02-Apr-2025 10:00 AM,15-Apr-2025 11:00 AM,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,NA ,NA ,02-Apr-2025 10:00 AM,11-Apr-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN,Regd Certificates,GSTIN,PAN etc...",Municipal Bodies||Umerkote Municipality,UKTM-MUN- 01/2025-26(14),2025_ORULB_112008_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2879865,HATIA ROUT,09-Apr-2025 05:07 PM,Rejected-Finance,L2 bidder,14-Oct-2025 12:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2877003,KUSHA SAHU,06-Apr-2025 07:18 AM,Rejected-Finance,L2 bidder,14-Oct-2025 12:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2881080,NARAYAN PANIGRAHI,10-Apr-2025 09:07 PM,Rejected-Finance,L2 bidder,14-Oct-2025 12:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2880130,RAM KRISHNA MANDAL,09-Apr-2025 08:41 PM,Accepted-AOC,qualified as L1 bidder......,16-Feb-2026 11:43 AM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2879394,SUBHASRI SAMAL,09-Apr-2025 06:54 AM,Rejected-Finance,L2 bidder,14-Oct-2025 12:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2878618,TAPAN KUMAR PATRA,08-Apr-2025 06:46 PM,Rejected-Finance,L2 bidder,14-Oct-2025 12:37 PM,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
