Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.2,Updated On :.1,Document :.2,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,Tender Stage,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Tender Stage
Finance,07 nos of valid tenderers,Jelin Sheela Kerkatta,13-Dec-2025 12:48 PM,,BOQ Comparative Chart,1.0,3296302.0,PADMAN BISOI,INR,"508,538",CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,2025_CERWI_122716_1,Online-03/2025-26,PWD road to Mohantiput_Road_ Paver Block in stretches_0/000 to 1/400,EE,Internal,,Jelin Sheela Kerkatta,04-Feb-2026 01:14 PM,finsummary_569919.pdf (1343.50 KB),EE,Internal,,Jelin Sheela Kerkatta,04-Feb-2026 12:53 PM,techsummary_569919.pdf (1343.50 KB),1,3297100,ANUKULA CHANDRA PATTNAIK,12-Dec-2025 12:11 PM,Rejected-Finance,6,04-Feb-2026 01:14 PM,04-Feb-2026,"INR 508,538",60.0,Jelin Sheela Kerkatta,04-Feb-2026 01:18 PM,wocsMohantiput.pdf (1343.00 KB),AOC,PWD road to Mohantiput_Road_ Paver Block in stretches_0/000 to 1/400,PWD road to Mohantiput_Road_ Paver Block in stretches_0/000 to 1/400,NA ,NA ,"5,98,209",Civil Works - Roads,NA ,Tender,90.0,60.0,Koraput,764001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, JEYPORE",No ,No,"4,000",0.0,Nil,Nil,No,1.0,ICICI BANK,1.0,Online TCN-03/2025-26,Other,,06-Dec-2025 05:00 PM,13-Dec-2025 10:00 AM,06-Dec-2025 05:00 PM,12-Dec-2025 05:00 PM,06-Dec-2025 05:00 PM ,11-Dec-2025 01:30 PM ,06-Dec-2025 05:00 PM,12-Dec-2025 05:00 PM,"5,982",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"DTCN, TCN, LICENCE, AFFIDAVIT, GSTIN, PAN, BID COST EMD, NO RELATION CERTIFICATE ETC.",CE RW I||RWCIRCLE-SUNABEDA||RW Division Jeypore,Online-03/2025-26,2025_CERWI_122716_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,Divisional Officer,"RURAL WORKS DIVISION, JEYPORE",AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3293813,JANHABI BISOI,10-Dec-2025 06:02 PM,Rejected-Finance,2,04-Feb-2026 01:14 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,.xls,Boq,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3295330,M.BHAGYA LAXMI,11-Dec-2025 02:02 PM,Rejected-Finance,4,04-Feb-2026 01:14 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3296147,MIHIR KUMAR SADANGI,11-Dec-2025 07:51 PM,Rejected-Finance,5,04-Feb-2026 01:14 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3296302,PADMAN BISOI,11-Dec-2025 09:37 PM,Accepted-AOC,Successful,04-Feb-2026 01:19 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3295051,SANJAY KUMAR JAIN,12-Dec-2025 09:39 AM,Rejected-Finance,3,04-Feb-2026 01:14 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3297511,SWAPNA BISOI,12-Dec-2025 04:08 PM,Rejected-Finance,7,04-Feb-2026 01:14 PM,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
