Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS,GST,PAN,REG CERTIFICATE, NO RELATION,AFFIDEFIT, OTHER DOCUMENT AS DTCN","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,2025_CELBB_120793_6,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Protection to Kuanria left embankment near village Koduanpalli (from RD00m to 1500m) for the year 2025-26,Protection to Kuanria left embankment near village Koduanpalli (from RD00m to 1500m) for the year 2025-26,Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,NA ,NAYAGARH,752069.0,NA ,NA ,NA ,"SE, NAYAGARH IRRIGATION DIVISION",No ,No,S.E Nayagarh,"SE, NAYAGARH IRRIGATION DIVISION","6,000",0.0,Nil,Nil,No,10-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,1.0,ICICI BANK,"12,600",Yes,fixed,,Nil,Nil,AOC,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",2025_CELBB_120793_6,BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,Protection to Kuanria left embankment near village Koduanpalli (from RD00m to 1500m) for the year 2025-26,SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 12:52 PM,finsummary_561871.pdf (207.39 KB),Finance,Out of total 11 nos of bidders 11 nos of bidders Technically qualified for opening of financial bid,Baikuntha Dalai,06-Feb-2026 01:15 PM,,BOQ Comparative Chart,1.0,3237142.0,JANAKI NAYAK,INR,"1,070,523.19",16-Feb-2026,"INR 1,070,523.19",90.0,Baikuntha Dalai,23-Feb-2026 12:08 PM,5.pdf (558.00 KB),AOC,1,3236189,ANANDA KUMAR PANDA,18-Nov-2025 06:46 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 10:24 AM,techsummary_561871.pdf (207.39 KB),AOC
,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3229747,Bidyadhar Barad,16-Nov-2025 05:33 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3239822,BISWARANJAN ROUTRAY,19-Nov-2025 10:58 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3220637,CHANDRA SEKHAR DHAL,17-Nov-2025 05:04 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3237142,JANAKI NAYAK,19-Nov-2025 04:55 PM,Accepted-AOC,successful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3239660,RABINDRA NATH SAHOO,19-Nov-2025 10:38 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3234295,SAILABALA DAS,18-Nov-2025 09:41 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3239048,SAROJ KUMAR SAHOO,20-Nov-2025 09:39 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,3216568,SHAKUNTALA BIHARI,17-Nov-2025 12:05 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,3239713,SIPRARANI SWAIN,19-Nov-2025 09:46 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 12:08 PM,,,,,,,AOC
