Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Name,Address,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Bank Name,Tender Stage,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Tender Stage
Odisha Tourism Devl. Corp.,BP-I/23/2025-26 Dt. 29.11.2025,2025_OTDC_123375_1,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"Superintending Engineer, OTDC Ltd. BBSR","O/o The Superintending Engineer, OTDC Ltd. BBSR",1.0,Repair and Renovation of Way Side Amenity Centre at Telimunda in Deogarh Dist.,Date,,"27,150",Yes,fixed,,Nil,Nil,17-Dec-2025 12:45 PM,26-Dec-2025 11:30 AM,17-Dec-2025 12:45 PM,24-Dec-2025 05:00 PM,17-Dec-2025 12:45 PM ,21-Dec-2025 05:00 PM ,17-Dec-2025 12:45 PM,24-Dec-2025 05:00 PM,Repair and Renovation of Way Side Amenity Centre at Telimunda in Deogarh Dist.,Repair and Renovation of Way Side Amenity Centre at Telimunda in Deogarh Dist.,As per DTCN ,NA ,"27,15,000",Civil Works - Buildings,NA ,Tender,180.0,45.0,Telimunda in Deogarh,768109.0,NA ,NA ,NA ,"O/o The Superintending Engineer, OTDC Ltd. BBSR",No ,No,"6,000","1,080",Nil,Nil,No,1.0,ICICI BANK,AOC,1.0,3326218.0,CHANDRAKANT RAY,INR,"2,308,038.8",Odisha Tourism Devl. Corp.,2025_OTDC_123375_1,BP-I/23/2025-26 Dt. 29.11.2025,Repair and Renovation of Way Side Amenity Centre at Telimunda in Deogarh Dist.,S K Behera,Internal,"S.K.JENA, A.S. SWAIN, D. MALIK",Sunil Kumar Behera,20-Jan-2026 06:45 PM,techsummary_572063.pdf (1733.89 KB),S.K. Behera,Internal,"S.K. Jena, A.S Swain",Subrat Kumar Jena,10-Feb-2026 05:06 PM,finsummary_572063.pdf (88.79 KB),Finance,BIDDER LIST,Subrat Kumar Jena,18-Jan-2026 01:35 PM,finance_572063.pdf,BOQ Comparative Chart,10-Feb-2026,"INR 2,308,038.8",45.0,Subrat Kumar Jena,10-Feb-2026 05:11 PM,telimunda.PDF (123.00 KB),Work Order,1,3325130,ANJALI SAHOO,23-Dec-2025 07:00 PM,Rejected-Finance,Unsuccessful Bidder in Transparent Lottery System,10-Feb-2026 05:06 PM,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3324728,BABULA KAANRA,23-Dec-2025 03:56 PM,Rejected-Finance,Unsuccessful Bidder in Transparent Lottery System,10-Feb-2026 05:06 PM,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3326218,CHANDRAKANT RAY,24-Dec-2025 03:58 PM,Accepted-AOC,Successful Bidder In transparent Lottery System,10-Feb-2026 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3321335,RAJESH KUMAR PARIDA,22-Dec-2025 09:44 AM,Rejected-AOC,Unsuccessful Bidder In transparent Lottery System,10-Feb-2026 05:11 PM,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3321164,SRI RABI NARAYAN SAHOO,24-Dec-2025 11:03 AM,Rejected-Technical,Not fulfilled all eligibility criteria,20-Jan-2026 06:45 PM,AOC
