Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Tender Stage
DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,07-Feb-2026 12:41 PM,techsummary_565293.pdf (81.44 KB),07-Feb-2026,"INR 4,051,530",180.0,Sudhir Ranjan Mallik,07-Feb-2026 12:51 PM,LYEPO.pdf (1691.00 KB),1.0,3273978.0,AQUASOLUTIONS,03-Dec-2025 01:57 PM,Accepted-AOC,L1,07-Feb-2026 12:51 PM,Finance,FOR TECHNICAL EVALUATION,Sudhir Ranjan Mallik,07-Feb-2026 12:23 PM,,BOQ Comparative Chart,1.0,3273978.0,AQUASOLUTIONS,INR,"4,051,530",Odisha State Co. Milk Producers Federation Ltd.,2025_OMFED_121512_1,MM/113/AT/ 2025-26/37,Purchase of Caustic Soda Lye,DY. Manager MM,Internal,"Mgr DO,Dy MGR CSS, IC MKTG, IC HR",Sudhir Ranjan Mallik,07-Feb-2026 12:47 PM,finsummary_565293.pdf (75.21 KB),AOC,Odisha State Co. Milk Producers Federation Ltd.,MM/113/AT/ 2025-26/37,2025_OMFED_121512_1,Yes,Open Tender,Item Rate,Goods,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,"1,00,000",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"The Tender Paper Cost, EMD, Copy of GST, PAN, GST RETURN,IT Return, Turnover Certificate",590.0,0.0,Nil,Nil,No,Purchase of Caustic Soda Lye,Purchase of Caustic Soda Lye,Please refer Tender Document ,NA ,"40,00,000",Miscellaneous Goods,NA ,Tender,180.0,180.0,ARILO DAIRY,754006.0,NA ,NA ,NA ,"D2, Sahid Nagar, BBSR",No ,No,19-Nov-2025 10:00 AM,03-Dec-2025 03:00 PM,19-Nov-2025 10:00 AM,03-Dec-2025 02:00 PM,NA ,NA ,19-Nov-2025 10:00 AM,03-Dec-2025 02:00 PM,Managing Director,"D2, Sahid Nagar, BBSR",AOC
,,,,,,,,,,,,2.0,3253483.0,Sudarshan Silicate Pvt. Ltd.,02-Dec-2025 07:47 PM,Rejected-Finance,L2,07-Feb-2026 12:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
