S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.4,Updated on :.1,AOC document :,AOC Description :,Tender Stage,S.No,Bank Name,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
1.0,3309194.0,RAKESH ROSHAN XESS,INR,"5,595,693.94","Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,08-Jan-2026 05:55 PM,finsummary_569417.pdf (811.46 KB),Technical,All the 08 nos bidders have submitted the required bid cost and fulfilled the required criteria. Hence their financial bids have been opened.,DHIRENDRA KUMAR NAIK,24-Dec-2025 06:32 PM,technical_569417.pdf,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",2025_CEMIB_122575_5,SE MID SNG16/2025-26,Construction of Sialjore Saharu Bagan Check Dam over local nalla near village Sialjore in Kuarmunda Block of Sundargarh District under MATY Scheme 2025-26.,Finance,"Rakesh Roshan Xess B class ST contractor comes to 14.99 percent less than the amount put to tender after considering 10percent price preference and stands jointly at L1 with other 07nos bidders, hence 08nos bidders may be invited for lottery process",DHIRENDRA KUMAR NAIK,08-Jan-2026 05:51 PM,finance_569417.pdf,BOQ Comparative Chart,"Er. Dhirendra Ku. Naik SE MI Division, Sundargarh",Internal,"Sri Raghvendra Singh DAO, Sri S. Lakra AEE(Estr), Smt N. Soreng AE(Estr),G.Bhitria JE (Estr)",DHIRENDRA KUMAR NAIK,24-Dec-2025 06:34 PM,26-Dec-2025 09:00 AM,techsummary_569417.pdf (444.03 KB),1,3315148,BISWANATH BARIK,19-Dec-2025 10:46 AM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,15-Jan-2026,"INR 5,595,693.94",120.0,DHIRENDRA KUMAR NAIK,06-Feb-2026 10:38 AM,sialjoresaharubagan.pdf (910.00 KB),The tender of Sri Rakesh Roshan Xess B class ST contractor decided in Transparent Lottery Amounting to Rs 5595693.94 being 14.99 percent less than the Tendered value is accepted.,AOC,1.0,ICICI BANK,"S.E. M.I. Division, Sundargarh","O/o the Superintending Engineer, MI Division, Sundargarh, At/PO- Mahesdihi",Construction of Sialjore Saharu Bagan Check Dam over local nalla near village Sialjore in Kuarmunda Block of Sundargarh District under MATY Scheme 2025-26.,Construction of Sialjore Saharu Bagan Check Dam over local nalla near village Sialjore in Kuarmunda Block of Sundargarh District under MATY Scheme 2025-26.,B class contractor ,NA ,"65,82,395",Civil Works - Others,check dam ,Tender,90.0,120.0,Kuarmunda Block,770039.0,NA ,NA ,NA ,"O/o the Superintending Engineer, MID, Sundargarh",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Affidavit, PAN, GSTIN, CDMS License, No Relation Certificate","10,000",0.0,Nil,Nil,No,"65,824",Yes,percentage,1.0%,Nil,Nil,05-Dec-2025 10:00 AM,20-Dec-2025 11:00 AM,05-Dec-2025 10:00 AM,19-Dec-2025 05:30 PM,05-Dec-2025 10:00 AM ,19-Dec-2025 05:30 PM ,05-Dec-2025 10:00 AM,19-Dec-2025 05:30 PM,26-Dec-2025 09:00 AM,"CE,Minor Irrigation,BBSR||SENMIC-SAMBALPUR||SUNDARGARH",SE MID SNG16/2025-26,2025_CEMIB_122575_5,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3315417,DAYANAND SAHOO,18-Dec-2025 08:24 PM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3316843,DEEPAK KUMAR DAS,19-Dec-2025 01:13 PM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3316960,DHANESWAR MAJHI,19-Dec-2025 01:37 PM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3310779,GOPAL TOPPO,19-Dec-2025 01:41 PM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,3298722,NIBHA MISHRA,19-Dec-2025 01:00 PM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,3317200,PRAVEEN KUMAR,19-Dec-2025 02:33 PM,Rejected-AOC,Rejected,06-Feb-2026 10:38 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3309194,RAKESH ROSHAN XESS,16-Dec-2025 06:49 PM,Accepted-AOC,Accepted,06-Feb-2026 10:38 AM,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
