S.No,Bank Name,S.No.1,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Name,Address,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
1.0,ICICI BANK,1.0,Cost of tender paper changed,Other,,"22,378",Yes,percentage,1.0%,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, Schedule AandE, Paper cost, EMD online etc as per DTCN","BDO, Dasarathpur","BDO, Dasarathpur","7,080",Nil,Nil,No,17-Oct-2025 11:30 AM,03-Nov-2025 11:30 AM,17-Oct-2025 11:30 AM,31-Oct-2025 05:00 PM,17-Oct-2025 11:30 AM ,30-Oct-2025 05:00 PM ,17-Oct-2025 11:30 AM,31-Oct-2025 05:00 PM,Construction of Multi Purpose Community cum Culture centre Building at Gopalpur Village of Gopalpur GP,Construction of Multi Purpose Community cum Culture centre Building at Gopalpur Village of Gopalpur GP,Please refer Tender Documents  ,NA ,"22,37,801",Civil Works - Buildings,NA ,Tender,90.0,180.0,Dasarathpur,755006.0,NA ,NA ,NA ,Dasarathpur Block Office,No ,No,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DASARATHAPUR Block,"Tender Call Notice No. BDO, Dasarathpur- 02/2025-26",2025_PRDAS_119344_8,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC,Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DASARATHAPUR Block,2025_PRDAS_119344_8,"Tender Call Notice No. BDO, Dasarathpur- 02/2025-26",Construction of Multi Purpose Community cum Culture centre Building at Gopalpur Village of Gopalpur GP,BDO,Internal,"AO,AE",Muktikanta Lenka,18-Feb-2026 08:19 PM,finsummary_555474.pdf (342.46 KB),Finance,All bidders are admitted,Akash Pattnaik,03-Nov-2025 01:09 PM,finance_555474.pdf,BOQ Comparative Chart,1.0,3165540.0,M/S BARUNESWAR TRADERS,INR,"1,902,354.21",1,3165900,Greentech Renewable Energies,30-Oct-2025 12:17 PM,Rejected-AOC,Not Qualify,18-Feb-2026 08:21 PM,18-Feb-2026,"INR 1,902,354.21",180.0,Muktikanta Lenka,18-Feb-2026 08:21 PM,DSB.pdf (342.00 KB),AWARD OF CONTRACT,BDO,Internal,"AO,AE",Muktikanta Lenka,17-Feb-2026 03:36 PM,techsummary_555474.pdf (342.46 KB),AOC
2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,2,3165896,MRUTYUNJAY PALAI,30-Oct-2025 10:43 AM,Rejected-AOC,Not Qualify,18-Feb-2026 08:21 PM,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,3,3165540,M/S BARUNESWAR TRADERS,29-Oct-2025 12:11 PM,Accepted-AOC,Qualify,18-Feb-2026 08:21 PM,,,,,,,,,,,,,,AOC
