Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
S.E,Internal,,Pragyan Devi,09-Feb-2026 07:56 PM,techsummary_565028.pdf (127.13 KB),09-Feb-2026,"INR 2,571,635",60.0,Kartikeswar Sahu,09-Feb-2026 09:10 PM,breekarudabidingia.pdf (672.00 KB),1,3260210,ANIRUDHA PRUSTY,27-Nov-2025 02:39 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,Finance,13 Nos bidder participated,Pragyan Devi,09-Feb-2026 07:52 PM,finance_565028.pdf,BOQ Comparative Chart,1.0,3258786.0,ASHOK NAIK,INR,"2,571,635",CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,2025_CERWI_121399_4,Online Tender/11/SERWD PHULBANI/2025-26,S/R to BreakaT-4 to Rudabindingia road such as SDBC from ch 0/000 to 2/420Km for the year 2025-26,S.E,Internal,,Pragyan Devi,09-Feb-2026 08:02 PM,finsummary_565028.pdf (127.13 KB),AOC,1.0,ICICI BANK,S/R to BreakaT-4 to Rudabindingia road such as SDBC from ch 0/000 to 2/420Km for the year 2025-26,S/R to BreakaT-4 to Rudabindingia road such as SDBC from ch 0/000 to 2/420Km for the year 2025-26,S/R to BreakaT-4 to Rudabindingia road such as SDBC from ch 0/000 to 2/420Km for the year 2025-26 ,NA ,"30,25,000",Civil Works - Roads,NA ,Tender,90.0,60.0,"OO the SE,RWD,PHULBANI",762001.0,NA ,NA ,NA ,"OO the SE,RWD,PHULBANI",No ,No,"OO the SE,RWD,PHULBANI","OO the SE,RWD,PHULBANI","30,300",Yes,fixed,,Nil,Nil,1.0,Fee/PreQual/Technical/Finance,.pdf,DTCN,"6,000",0.0,Nil,Nil,Yes,19-Nov-2025 05:00 PM,28-Nov-2025 11:30 AM,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,19-Nov-2025 05:00 PM ,26-Nov-2025 03:00 PM ,19-Nov-2025 05:00 PM,27-Nov-2025 05:00 PM,CE RW I||RWCIRCLE-BERHAMPUR||RWDIVISION-PHULBANI,Online Tender/11/SERWD PHULBANI/2025-26,2025_CERWI_121399_4,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,,,,,,,2,3258786,ASHOK NAIK,26-Nov-2025 10:07 PM,Accepted-AOC,sucessful bidder selected from transparent lottery system,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3260353,B SUBRAT PATRO,27-Nov-2025 04:59 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3260420,Prasanta Kumar Sahu,27-Nov-2025 03:39 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3253514,RAJALAXMI GURU,25-Nov-2025 11:44 AM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3255547,RAMADEVI MAHAKUDA,26-Nov-2025 11:15 AM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3255069,Ram Prasad Sahu,26-Nov-2025 02:01 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3252369,ROJALINI NAYAK,24-Nov-2025 08:53 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3258172,SANTOSH KUMAR DALAI,26-Nov-2025 06:37 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3259094,SUBHANKAR PANIGRAHI,27-Nov-2025 12:01 PM,Rejected-AOC,Unsucessful bidder,09-Feb-2026 09:10 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
