Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage
AS PER AS TC MINUTES,Internal,AS PER AS TC MINUTES,ANANDA CHANDRA PANDA,17-Jan-2026 06:35 PM,19-Jan-2026 10:30 AM,techsummary_566312.pdf (316.26 KB),Finance,Financial bid opened,LAXMIPRIYA NAYAK,19-Jan-2026 10:55 AM,,BOQ Comparative Chart,23-Feb-2026,"INR 23,050,019",365.0,Bikram Keshari Malla,23-Feb-2026 11:36 AM,PAPADAHANDI.pdf (81.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 11.02.2026,1,3282849,ABHIMANYU NAIK,05-Dec-2025 09:22 PM,Accepted-AOC,QUALIFIED BIDDER,23-Feb-2026 11:36 AM,1.0,3282849.0,ABHIMANYU NAIK,INR,"23,050,019",Orissa State Police Housing and Welfare Corporation Ltd,2025_OSPHW_121728_3,20/OPHWC/2025-26,"Const. of Police Station Bldg. at Papadahandi, Nowrangpur",Technical,3 Nos. of bidders have been participated,MONALISHA PADHY,08-Dec-2025 11:59 AM,,AS PER AS ACCEPTANCE,Internal,AS PER AS ACCEPTANCE,Bikram Keshari Malla,23-Feb-2026 11:32 AM,finsummary_566312.pdf (872.36 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"GST, GSTR-1, PAN, Contractor Registration Certificate and Affidavit",21-Nov-2025 06:55 PM,08-Dec-2025 10:30 AM,21-Nov-2025 06:55 PM,06-Dec-2025 05:00 PM,NA ,NA ,21-Nov-2025 06:55 PM,06-Dec-2025 05:00 PM,19-Jan-2026 10:30 AM,"2,63,100",Yes,fixed,,Nil,Nil,"11,800",0.0,Nil,Nil,No,1.0,ICICI BANK,Orissa State Police Housing and Welfare Corporation Ltd,20/OPHWC/2025-26,2025_OSPHW_121728_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,CHIEF ENGINEER OPHWC,OPHWC BHUBANESWAR,"Const. of Police Station Bldg. at Papadahandi, Nowrangpur",Building Work,Please refer Tender documents. ,NA ,"2,63,09,803",Civil Works - Buildings,NA ,Tender,90.0,365.0,Nowrangpur,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3283092,ASHOK KUMAR SETHI,05-Dec-2025 08:37 PM,Rejected-Finance,DUE TO L2 BIDDER,23-Feb-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3283985,M/S Radha Devi Trading Co Proprietor-Binod Agrawal,06-Dec-2025 03:42 PM,Rejected-Finance,DUE TO L1 BIDDER BUT L3 BIDDER IS SC BIDDER GET WORK AT L1 RATE,23-Feb-2026 11:32 AM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
