Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",DMID/05/2025-26,2025_CEMIB_117909_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,ICICI BANK,"S.E, MI Division, Dhenkanal","M.I.Division, Dhenkanal","10,000",0.0,Nil,Nil,No,Construction of Baniapada Check Dam over Local Nalla in Odapada Block of Dhenkanal District under MATY-3.0 scheme for the year 2025-26,Construction of Baniapada Check Dam over Local Nalla in Odapada Block of Dhenkanal District under MATY-3.0 scheme for the year 2025-26,Please refer Tender documents. ,NA ,"68,89,897",Civil Works - Canal,NA ,Tender,90.0,NA ,"M.I.Division, Dhenkanal",759001.0,NA ,NA ,NA ,"M.I.Division, Dhenkanal",No ,No,1.0,Fee/PreQual/Technical,.pdf,"Tender cost, EMD in online valid RC Valid GSTIN and PAN NRC Affidavit","69,000",Yes,fixed,,Nil,Nil,12-Sep-2025 10:00 AM,23-Sep-2025 11:00 AM,12-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,NA ,NA ,12-Sep-2025 10:00 AM,22-Sep-2025 05:00 PM,18-Oct-2025 11:00 AM,AOC,1,3093254,ANIL KUMAR MANDOI,22-Sep-2025 09:22 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,24-Feb-2026,"INR 5,857,101",180.0,Sanjay Kumar Behera,24-Feb-2026 04:16 PM,Baniapada.pdf (352.00 KB),Agreement done on dt.20.11.2025,Sanjay Kumar Behera,Internal,"Dristi Dutta Choudhary D.A.O, Ambika Prasad sethy A.E.E (Est.), Seema Mohanty, A.E Estr",Sanjay Kumar Behera,17-Oct-2025 03:30 PM,18-Oct-2025 11:00 AM,techsummary_552134.pdf (336.34 KB),Finance,Opened,Seema Mohanty,18-Oct-2025 04:00 PM,finance_552134.pdf,BOQ Comparative Chart,Technical,Opened,Seema Mohanty,24-Sep-2025 11:37 AM,technical_552134.pdf,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||MI Division Jajpur",2025_CEMIB_117909_2,DMID/05/2025-26,Construction of Baniapada Check Dam over Local Nalla in Odapada Block of Dhenkanal District under MATY-3.0 scheme for the year 2025-26,Sanjay Kumar Behera,Internal,"Dripta Dutta Chowdhary D.A.O, Ambika Prasad sethy A.E.E (Est.), Seema Mohanty, A.E Estr, Pravasini Behera J.E(Est.)",Sanjay Kumar Behera,29-Dec-2025 10:39 PM,finsummary_552134.pdf (277.63 KB),1.0,3093161.0,BRAHMANANDA SAHOO,INR,"5,857,101",AOC
,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,.pdf,DTCN,,,,,,,,,,,,,,,,AOC,2,3092515,ANTARJYAMI DEBATA,21-Sep-2025 06:24 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,AOC,3,3095311,Bishal Kumar Samal,22-Sep-2025 04:47 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,3093161,BRAHMANANDA SAHOO,21-Sep-2025 11:39 PM,Accepted-AOC,Successful through Transparent lottery system and work has been awarded,24-Feb-2026 04:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,3088261,DIGDARSAN BEHERA,19-Sep-2025 05:11 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,3093822,DINESH CHANDRA BOITEI,22-Sep-2025 11:26 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,3093457,HARISANKAR SAHOO,22-Sep-2025 09:55 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,3092965,JEETENDRA KUMAR BEHERA,21-Sep-2025 09:11 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,3095179,JYOTIPRAKASH DASH,22-Sep-2025 03:57 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,3092794,Kishore Chandra Behera,21-Sep-2025 07:24 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
