Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Cover No,Cover,Document Type,Description,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Tender Stage
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,11,3093121,KULDEEP MOHAPATRA,21-Sep-2025 10:50 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,12,3092228,Laxmikant Rout,21-Sep-2025 01:38 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,13,3093173,Minaketana Sahoo,21-Sep-2025 11:31 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,14,3093260,Monalisa Mahunta,22-Sep-2025 09:28 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,15,3093233,NIRMAL KUMAR BARAL,22-Sep-2025 09:35 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,16,3090832,PARESH KUMAR BEHERA,20-Sep-2025 05:46 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,17,3091591,Prabhat Kumar Sahoo,20-Sep-2025 10:18 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,18,3093217,Pradeep Kumar Brahma,22-Sep-2025 09:49 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,19,3091023,PRIYABRATA JENA,20-Sep-2025 05:17 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,20,3093255,Rajat Mohapatra,22-Sep-2025 02:47 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,21,3095099,Rajendra Dhar,22-Sep-2025 03:41 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,22,3095333,RAJESH PATRA,22-Sep-2025 04:31 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,23,3090077,RAMA KRISHNA PANDA,20-Sep-2025 12:33 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,24,3094877,Ramdev Buildcon Prop Manasi Manjari Rout,22-Sep-2025 03:00 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,25,3094883,RAMNATH JANI,22-Sep-2025 02:55 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,26,3091943,RUDRANARAYAN RAY PRITAM,21-Sep-2025 11:46 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,27,3093052,Satya Ranjan Baral,21-Sep-2025 10:03 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,28,3091139,SATYA SUNDAR ROUL,22-Sep-2025 10:37 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,29,3088411,SHESHADEV KHATUA,19-Sep-2025 10:23 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,30,3094711,Simran Mohanty,22-Sep-2025 02:18 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,31,3093927,Soumyasarit Mohapatra,22-Sep-2025 11:44 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,32,3093965,Soven Mohanty,22-Sep-2025 01:54 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,33,3087292,SRONIT KUMAR DHAL,18-Sep-2025 11:05 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,34,3093249,SUBALA SENAPATI,22-Sep-2025 09:57 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,35,3093672,Sudarsana Sahoo,22-Sep-2025 10:49 AM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,36,3087930,SUSHANT KUMAR BEHERA,19-Sep-2025 01:07 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,37,3095074,SUSHIL KUMAR ROUTRAY,22-Sep-2025 03:35 PM,Rejected-Finance,Unsuccessful through Transparent lottery system,29-Dec-2025 10:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
