Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Stage
Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,03-Feb-2026 04:56 PM,techsummary_569880.pdf (1693.72 KB),1,3298480,ARJUNA SAUNTA,12-Dec-2025 06:52 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,03-Feb-2026,"INR 1,695,025",60.0,Srikrushna Sabar,03-Feb-2026 05:05 PM,Mujango_Killar_A.pdf (353.00 KB),Agreement Drawn,Finance,Summary,Srikrushna Sabar,28-Jan-2026 02:08 PM,finance_569880.pdf,BOQ Comparative Chart,1.0,3299097.0,CHANCHAL KUMAR NAYAK,INR,"1,695,025",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,2025_CERWI_122704_1,SERWKPT ONLINE 02/2025-26,"Mujango to Killar_Road_Pot hole repair,WMM Profile Correction,PMC Seal coat,Jungle clearance,CD white washing and Drain cutting_0/000 to 2/000",Executive Engineer,Internal,"Assistant Engineer Estimator, Divisional Accounts Officer and Junior Engineer Estimator",Srikrushna Sabar,03-Feb-2026 05:00 PM,finsummary_569880.pdf (1693.72 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"Paper Cost, EMD, GST, PAN, Court Affidavit and other documents as per DTCN.","6,000",0.0,Nil,Nil,No,"Mujango to Killar_Road_Pot hole repair,WMM Profile Correction,PMC Seal coat,Jungle clearance,CD white washing and Drain cutting_0/000 to 2/000","Mujango to Killar_Road_Pot hole repair,WMM Profile Correction,PMC Seal coat,Jungle clearance,CD white washing and Drain cutting_0/000 to 2/000",NA ,NA ,"19,93,913",Civil Works - Roads,NA ,Tender,90.0,60.0,Koraput,764020.0,Superintending Engineer RWD Koraput ,Superintending Engineer RWD Koraput ,08-Dec-2025 11:00 AM ,"RURAL WORKS DIVISION, KORAPUT",No ,No,"19,940",Yes,fixed,,Nil,Nil,1.0,2nd Corrigendum,Technical Bid,,1.0,ICICI BANK,08-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,08-Dec-2025 11:00 AM,15-Dec-2025 05:30 PM,08-Dec-2025 11:00 AM ,15-Dec-2025 05:30 PM ,08-Dec-2025 11:00 AM,15-Dec-2025 05:30 PM,Divisional Officer,"RURAL WORKS DIVISION, KORAPUT",CE RW I||RWCIRCLE-SUNABEDA||RWDIVISION-KORAPUT,SERWKPT ONLINE 02/2025-26,2025_CERWI_122704_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,AOC
,,,,,,2,3299248,Balaram Subuddhi,13-Dec-2025 03:20 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,Boq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3298952,BHARATI SUBUDHI,12-Dec-2025 11:44 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3296070,Budu Beniya,11-Dec-2025 07:20 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3299097,CHANCHAL KUMAR NAYAK,13-Dec-2025 03:51 PM,Accepted-AOC,Qualified after drawl of lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3303613,Dambrudhar Bisoi,15-Dec-2025 01:54 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3296613,Dash Jani,12-Dec-2025 08:17 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3303326,GHANASYAM BISOI,15-Dec-2025 01:13 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3299341,Khagapati Khara,13-Dec-2025 12:48 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3296248,LIPUN PRADHAN,11-Dec-2025 09:32 PM,Rejected-AOC,Lost in lottery,03-Feb-2026 05:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
