Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :.1,Financial Bid Opening Date:,Document :.1,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Corrigendum Title,Corrigendum Type,View,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No.1,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Finance,4 Nos Bidders Participated,Muktikanta Lenka,03-Feb-2026 06:04 PM,,BOQ Comparative Chart,Akash Pattanaik,Internal,Muktikanta Lenka Rasbihari Jena Prasanta Kumar Mohapatra Akashya Kumar Behera,Akash Pattnaik,03-Dec-2025 01:08 PM,03-Dec-2025 04:00 PM,techsummary_554808.pdf (1093.95 KB),04-Feb-2026,"INR 4,990,071.67",270.0,Muktikanta Lenka,04-Feb-2026 11:12 AM,DSB.pdf (357.00 KB),AWARD OF CONTRACT,1,3166726,DEEPAK KUMAR JENA,30-Oct-2025 01:45 PM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,1.0,3167981.0,JANGYADATTA TRIPATHY,INR,"4,990,071.67",BDO,Internal,AO.AE,Muktikanta Lenka,04-Feb-2026 11:07 AM,finsummary_554808.pdf (357.08 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DASARATHAPUR Block,2025_PRDAS_119004_1,"Tender Call Notice No. BDO, Dasarathpur- 01/2025-26",Construction of 200 seated Kalyanmandap under Dasarathpur Block in the District of Jajpur,Technical,All Bidders are admitted,Akash Pattnaik,31-Oct-2025 01:36 PM,,AOC,15-Oct-2025 11:30 AM,31-Oct-2025 11:30 AM,15-Oct-2025 11:30 AM,30-Oct-2025 05:00 PM,15-Oct-2025 11:30 AM ,29-Oct-2025 05:00 PM ,15-Oct-2025 11:30 AM,30-Oct-2025 05:00 PM,03-Dec-2025 04:00 PM,1.0,Cost of tender paper changed,Other,,"58,700",Yes,percentage,1.0%,Nil,Nil,"BDO, Dasarathpur","BDO, Dasarathpur",Construction of 200 seated Kalyanmandap under Dasarathpur Block in the District of Jajpur,Construction of 200 seated Kalyanmandap under Dasarathpur Block in the District of Jajpur,Please refer tender documents  ,NA ,"58,69,982",Civil Works - Buildings,NA ,Tender,90.0,270.0,Dasarathpur,755006.0,NA ,NA ,NA ,Dasarathpur Block Office,No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical,.pdf,"License,GSTIN,PAN,Affidavit,Paper cost, EMD, Schedule-A and E, Plant and Machineries etc as per DTCN",Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Jajpur||DASARATHAPUR Block,"Tender Call Notice No. BDO, Dasarathpur- 01/2025-26",2025_PRDAS_119004_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,"11,800",Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,,2,3165759,Greentech Renewable Energies,30-Oct-2025 10:54 AM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,3,3167981,JANGYADATTA TRIPATHY,30-Oct-2025 02:54 PM,Accepted-AOC,Qualify,04-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,4,3167512,JYOTIRANJAN PANDA,30-Oct-2025 12:59 PM,Rejected-AOC,Not Qualify,04-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,5,3167371,JYOTI RANJAN SAMAL,30-Oct-2025 12:35 PM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,6,3149268,M/S BISHNU CHARAN MALLIK,24-Oct-2025 06:26 PM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,7,3160827,M/S RANJAN KUMAR BEHERA,28-Oct-2025 02:26 PM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,8,3145439,R.NARAYAN CONSTRUCTIONS,23-Oct-2025 02:04 PM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,9,3164772,SIDDHARTHA SANKAR MOHAPATRA,28-Oct-2025 09:01 PM,Rejected-Technical,schedule B not furnished,03-Dec-2025 01:08 PM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,10,3154678,SUBHASISH MISHRA,28-Oct-2025 01:10 PM,Rejected-AOC,Not Qualify,04-Feb-2026 11:12 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
