Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Stage
Municipal Bodies||Barbil Municipality,2025_ORULB_119252_18,BBLM-5/2025-26,"Construction of drain near Police outpost, Harihar temple road, Ward No.9, Barbil",1.0,3186552.0,SANJAY NAIK,INR,"365,018",1,3187199,ASHOK KUMAR NAYAK,06-Nov-2025 08:25 AM,Rejected-Finance,Four,20-Feb-2026 11:51 AM,20-Feb-2026,"INR 365,018",90.0,Ramesh Chandra Nayak,20-Feb-2026 11:53 AM,Wo18.pdf (266.00 KB),Contact value including GST,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,24-Nov-2025 05:01 PM,24-Nov-2025 05:05 PM,techsummary_555369.pdf (4230.28 KB),Finance,open,Ramesh Chandra Nayak,25-Nov-2025 11:07 AM,finance_555369.pdf,BOQ Comparative Chart,Laxman Mahanta,Internal,,Ramesh Chandra Nayak,20-Feb-2026 11:51 AM,finsummary_555369.pdf (432.11 KB),Technical,open,Ramesh Chandra Nayak,07-Nov-2025 04:47 PM,technical_555369.pdf,AOC,"4,060",Yes,percentage,1.0%,Nil,Nil,Municipal Bodies||Barbil Municipality,BBLM-5/2025-26,2025_ORULB_119252_18,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,DTCN,1.0,ICICI BANK,"Construction of drain near Police outpost, Harihar temple road, Ward No.9, Barbil","Construction of drain near Police outpost, Harihar temple road, Ward No.9, Barbil",Please refer Tender documents. ,NA ,"4,06,000",Civil Works - Others,NA ,Tender,90.0,90.0,Barbil,758035.0,NA ,NA ,NA ,Barbil Municipality,No ,No,16-Oct-2025 10:00 AM,07-Nov-2025 11:00 AM,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,NA ,NA ,16-Oct-2025 10:00 AM,06-Nov-2025 05:00 PM,24-Nov-2025 05:05 PM,"2,000",0.0,Nil,Nil,No,1.0,Extension of opening date,Date,,Executive Officer Barbil Municipality,Executive Officer Barbil Municipality,AOC
,,,,,,,,,2,3186378,JETHURAM PATRA,05-Nov-2025 11:11 PM,Rejected-Finance,Third,20-Feb-2026 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3188116,PRITIRANJAN PATRA,06-Nov-2025 12:12 PM,Rejected-Finance,Five,20-Feb-2026 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3186552,SANJAY NAIK,06-Nov-2025 01:11 AM,Accepted-AOC,Lowest,20-Feb-2026 11:53 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3180749,SUVARANJAN SAMAL,04-Nov-2025 01:37 PM,Rejected-Finance,Second,20-Feb-2026 11:51 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
