S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage,Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Name,Address,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Tender Stage
1.0,3359170.0,Niranjan Das,INR,"1,080,660",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,2026_CERWI_124439_15,11SERW BLS 2025-26,Salt road Sai ITI chhaka to Gudupahi via Sahada Road,1,3358135,AJAY KUMAR SWAIN,19-Jan-2026 11:38 AM,Rejected-AOC,Not Qualified,21-Feb-2026 01:17 PM,21-Feb-2026,"INR 1,080,660",60.0,Soubhagya Kumar Das,21-Feb-2026 01:17 PM,Tcn11SL15.pdf (376.00 KB),Finance,Document downloaded,Soubhagya Kumar Das,20-Jan-2026 04:57 PM,finance_575207.pdf,BOQ Comparative Chart,Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,21-Feb-2026 01:13 PM,finsummary_575207.pdf (375.77 KB),Soubhagya Kumar Das,Internal,,Soubhagya Kumar Das,21-Feb-2026 01:07 PM,techsummary_575207.pdf (375.77 KB),AOC,1.0,Fee/PreQual/Technical/Finance,.pdf,"P. cost, EMD, RC, PAN, valid GSTIN, Affidavit, No relation certificate and other as per DTCN","6,000",0.0,Nil,Nil,No,Salt road Sai ITI chhaka to Gudupahi via Sahada Road,Salt road Sai ITI chhaka to Gudupahi via Sahada Road,Please refer tender documents ,NA ,"12,71,215",Civil Works - Roads,NA ,Tender,90.0,60.0,Balasore,756001.0,NA ,NA ,NA ,"RURAL WORKS DIVISION, BALASORE",No ,No,"12,712",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"SE RW Division, Balasore","O/o the SE RURAL WORKS DIVISION, BALASORE",CE RW I||RWCIRCLE-BALASORE||RWDIVISION-BALASORE,11SERW BLS 2025-26,2026_CERWI_124439_15,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,12-Jan-2026 02:00 PM,20-Jan-2026 11:00 AM,12-Jan-2026 02:00 PM,19-Jan-2026 05:00 PM,12-Jan-2026 02:00 PM ,19-Jan-2026 01:00 PM ,12-Jan-2026 02:00 PM,19-Jan-2026 05:00 PM,AOC
,,,,,,,,,2,3358409,DIPTIMAYEE SATPATHY,19-Jan-2026 01:22 PM,Rejected-Finance,Not Qualified to lottery,21-Feb-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,3,3352910,MADHURI BHOL,16-Jan-2026 08:56 AM,Rejected-AOC,Not Qualified,21-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,4,3359170,Niranjan Das,19-Jan-2026 12:01 PM,Accepted-AOC,Qualified,21-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,5,3359094,SANTOSH KUMAR MOHARANA,19-Jan-2026 01:30 PM,Rejected-Finance,Not Qualified to lottery,21-Feb-2026 01:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,6,3355338,SARMILA SETHI,19-Jan-2026 02:22 PM,Rejected-AOC,Not Qualified,21-Feb-2026 01:17 PM,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
