Cover No,Cover,Document Type,Description,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :,Summary :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.1,Updated on :,Document :.1,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Financial Bid Opening Date:,Document :.2,Type :.1,Summary :.1,Updated By :.4,Updated On :.2,Document :.3,BOQ Comparative Chart :,Tender Stage
1,Fee/PreQual/Technical,.pdf,"Paper Cost, EMD, License, PAN, GST, Affidavits, undertaking and any other documents as per DTCN","4,000",0.0,Nil,Nil,No,ST and SC Development Deptt||ITDA Th. Rampur,ITDATHR-03/2025-26,2025_STSCD_122213_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1,ICICI BANK,Construction of Anganwadi Centre at Kabangheju Gundri Sector,Construction of Anganwadi Centre at Kabangheju Gundri Sector,D and C ,NA ,"9,42,270",Civil Works - Buildings,NA ,Tender,120.0,180.0,KALAHANDI/BHAWANIPATNA,766001.0,NA ,NA ,NA ,"ITDA, TH.RAMPUR AT BHAWANIPATNA",No ,No,"PA, ITDA, TH.RAMPUR AT BHAWANIPATNA","ITDA, Th.Rampur at Bhawanipatna, Kalahandi",01-Dec-2025 11:00 AM,12-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 11:00 AM,11-Dec-2025 05:00 PM,02-Jan-2026 10:00 AM,"9,500",Yes,fixed,,Nil,Nil,AOC,ST and SC Development Deptt||ITDA Th. Rampur,2025_STSCD_122213_8,ITDATHR-03/2025-26,Construction of Anganwadi Centre at Kabangheju Gundri Sector,Technical,Technical Evaluation,Pradyumna Dash,01-Jan-2026 05:36 PM,technical_568078.pdf,"PA, ITDA",Internal,Work Order uploaded,Pradyumna Dash,20-Feb-2026 11:11 AM,finsummary_568078.pdf (474.93 KB),1.0,3292738.0,RASHMIREKHA PANDA,INR,"801,023.54",1,3292021,NIKASH RANJAN PADHI,10-Dec-2025 04:53 PM,Rejected-Finance,Through lottery process,20-Feb-2026 11:11 AM,20-Feb-2026,"INR 801,023.54",180.0,Pradyumna Dash,20-Feb-2026 11:16 AM,AWCKABANGHEJU.pdf (475.00 KB),Awarded,"PA, ITDA",Internal,,Pradyumna Dash,01-Jan-2026 05:50 PM,02-Jan-2026 10:00 AM,techsummary_568078.pdf (994.93 KB),Finance,Work order uploaded,Pradyumna Dash,20-Feb-2026 11:06 AM,finance_568078.pdf,BOQ Comparative Chart,AOC
2,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,2,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,2,3292738,RASHMIREKHA PANDA,10-Dec-2025 08:00 PM,Accepted-AOC,Awarded,20-Feb-2026 11:16 AM,,,,,,,,,,,,,,,,,,,,,AOC
