EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated on :,Document :.1,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.2,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.3,Updated on :.1,AOC document :,AOC Description :,Tender Stage
"14,100",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,2025_CELBB_120793_15,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,Restoration to Kuanria right embankment from Benagadia Bridge to Pathradwar for 2025-26 (RD 0 m to 200 m),Restoration to Kuanria right embankment from Benagadia Bridge to Pathradwar for 2025-26 (RD 0 m to 200 m),Please refer Tender documents. ,NA ,,Civil Works - Others,NA ,Tender,90.0,NA ,NAYAGARH,752069.0,NA ,NA ,NA ,"SE, NAYAGARH IRRIGATION DIVISION",No ,No,S.E Nayagarh,"SE, NAYAGARH IRRIGATION DIVISION","6,000",0.0,Nil,Nil,No,10-Nov-2025 11:00 AM,21-Nov-2025 11:00 AM,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,NA ,NA ,10-Nov-2025 11:00 AM,20-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"VALID CDMS,GST,PAN,REG CERTIFICATE, NO RELATION,AFFIDEFIT, OTHER DOCUMENT AS DTCN",AOC,SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,10-Feb-2026 10:59 AM,techsummary_561945.pdf (207.39 KB),SE Nayagarh,Internal,"Er.Baikunthanath Dalei,Superintending Engineer,Pradip Kumar Sahoo(DAO), Er.Sudhansu Sekhar Sahoo Estimator,Er.Sanjeet Sahoo,JE Estimator",Baikuntha Dalai,12-Feb-2026 09:54 AM,finsummary_561945.pdf (207.39 KB),Finance,Out of total 16 nos of bidders 16 nos of bidders Technically qualified for opening of financial bid,Baikuntha Dalai,06-Feb-2026 04:44 PM,,BOQ Comparative Chart,1,3235174,ANANDA KUMAR PANDA,18-Nov-2025 06:55 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,1.0,3229808.0,Bidyadhar Barad,INR,"1,196,877.03","CE-BM,LMB Basin,BBSR||SE, Central Irr.Circle, BBSR||EE Nayagarh Irri.Divn. Nayagarh",2025_CELBB_120793_15,BID IDENTIFICATION NO.SE_08_NGR_OF 2025-26,Restoration to Kuanria right embankment from Benagadia Bridge to Pathradwar for 2025-26 (RD 0 m to 200 m),16-Feb-2026,"INR 1,196,877.03",90.0,Baikuntha Dalai,23-Feb-2026 04:38 PM,14.pdf (673.00 KB),AOC,AOC
,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,AOC,,,,,,,,,,,,,,,,,,,2,3229808,Bidyadhar Barad,16-Nov-2025 05:55 PM,Accepted-AOC,successful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,3,3240106,BISWARANJAN ROUTRAY,20-Nov-2025 08:23 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,4,3238927,KALU CHARAN NAYAK,19-Nov-2025 05:08 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,5,3242362,MAHAVEER CONSTRUCTION,20-Nov-2025 04:44 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,6,3236088,NIRANJAN PARIDA,20-Nov-2025 01:02 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,7,3239689,RABINDRA NATH SAHOO,19-Nov-2025 10:50 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,8,3237007,RASHMITA SAHOO,19-Nov-2025 08:04 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,9,3236642,SAILABALA DAS,18-Nov-2025 10:05 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,10,3240225,SAKYASINGH MOHANTY,20-Nov-2025 08:58 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,11,3237065,SANTOSH KUMAR SAHOO,19-Nov-2025 09:10 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,12,3237947,SANTOSH KUMAR SWAIN,19-Nov-2025 06:05 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,13,3216549,SHAKUNTALA BIHARI,17-Nov-2025 12:04 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,14,3239755,SIPRARANI SWAIN,19-Nov-2025 09:59 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,15,3239131,SRI CHANDAN SAHOO,19-Nov-2025 06:20 PM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,16,3236978,SUSHANTI RAUTARAY,19-Nov-2025 07:33 AM,Rejected-AOC,Unsuccessful during Transparent Lottery,23-Feb-2026 04:39 PM,,,,,,,,,,,,,,,,,AOC
