Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No.1,Corrigendum Title,Corrigendum Type,View,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
Chairperson,Internal,"Tahasildar, Block Finance Officer, JE, ME, EO",SURENDRA NATH SAHOO,07-Feb-2026 11:40 AM,techsummary_568324.pdf (2603.45 KB),11-Feb-2026,"INR 587,727",60.0,SURENDRA NATH SAHOO,11-Feb-2026 04:25 PM,328.pdf (1491.00 KB),1,3298975,ABINASH BEHERA,13-Dec-2025 12:14 AM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,Finance,ok,SURENDRA NATH SAHOO,05-Feb-2026 05:13 PM,finance_568324.pdf,BOQ Comparative Chart,1.0,3300517.0,JITENDRA BEHERA,INR,"587,727",Municipal Bodies||Bhuban NAC,2025_ORULB_122289_5,BBN NAC 4/2025-26,Renovation and Development of Smasan Near Prusty Pokhari,Chairperson,Internal,"Tahasildar, Block Finance Officer, ME, JE, EO",SURENDRA NATH SAHOO,11-Feb-2026 03:58 PM,finsummary_568324.pdf (2603.45 KB),AOC,"5,937",Yes,percentage,1.0%,Nil,Nil,Renovation and Development of Smasan Near Prusty Pokhari,Renovation and Development of Smasan Near Prusty Pokhari,Please refer Tender documents. ,NA ,"5,93,663",Civil Works - Others,NA ,Tender,120.0,60.0,Bhuban NAC,759017.0,NA ,NA ,NA ,"Office of the Executive Officer, Bhuban NAC",No ,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,NIT,Municipal Bodies||Bhuban NAC,BBN NAC 4/2025-26,2025_ORULB_122289_5,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,01-Dec-2025 11:00 AM,16-Dec-2025 11:00 AM,01-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,NA ,NA ,01-Dec-2025 11:00 AM,15-Dec-2025 05:00 PM,1.0,Notice,Other,,"Executive Officer, Bhuban NAC","Executive Officer, Bhuban NAC","4,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,2,3298927,Ajaya Kumar Mishra,12-Dec-2025 11:10 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.pdf,DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,3,3299270,AJAY KUMAR SAHOO,13-Dec-2025 04:05 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,4,3303390,ANUP KUMAR SAHOO,15-Dec-2025 01:35 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,5,3299002,Babuli Patra,14-Dec-2025 09:57 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,6,3299933,BINOD KUMAR BEHERA,14-Dec-2025 11:06 AM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,7,3300981,CHINMAYEE SAHOO PROP OF SHIVANSH CONSTRUCTION,14-Dec-2025 09:51 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,8,3299424,Chittaranjan Mishra,13-Dec-2025 01:09 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,9,3298946,GOURANGA CHARAN BEHERA,12-Dec-2025 11:42 PM,Rejected-Technical,Lottary,07-Feb-2026 11:40 AM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,10,3300517,JITENDRA BEHERA,14-Dec-2025 05:48 PM,Accepted-AOC,Lottery,11-Feb-2026 04:25 PM,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
