Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.1,Updated on :,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :,Summary :,Updated By :.2,Updated On :.1,Document :.1,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated on :.1,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Tender Stage,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,S.No,Bank Name,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Tender Stage
Superintending Engineer,Internal,"Saroj Sha,SE ,LK Bastia,DAO,N. Panna,AE,Estr",SAROJ SHA,15-Jan-2026 08:13 PM,techsummary_572722.pdf (509.83 KB),1,3340649,AGRAWAL STORES,30-Dec-2025 07:53 PM,Accepted-AOC,AOC issued to Agrawal Store,12-Feb-2026 05:30 PM,27-Jan-2026,"INR 1,080,606.92",90.0,SAROJ SHA,12-Feb-2026 05:30 PM,3LatabanjiAgrawalStore.pdf (293.00 KB),Agrawal Store is the Lottery winner AOC issued to him,1.0,3340649.0,AGRAWAL STORES,INR,"1,080,606.92",Finance,all bids open in time,SAROJ SHA,05-Jan-2026 05:03 PM,finance_572722.pdf,BOQ Comparative Chart,Superintending Engineer,Internal,"Saroj Sha,SE ,LK Bastia,DAO,N. Panna,AE,Estr",SAROJ SHA,16-Jan-2026 03:15 PM,finsummary_572722.pdf (509.83 KB),"CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",2025_CEMIB_123561_3,SE MID BPT 08/2025-26,Sl 3 Improvement to Latabanji MIP in Golamunda Block of Kalahandi District under IDF for the year 2025-26.,AOC,"12,800",Yes,fixed,,Nil,Nil,Sl 3 Improvement to Latabanji MIP in Golamunda Block of Kalahandi District under IDF for the year 2025-26.,Improvement to Latabanji MIP in Golamunda Block of Kalahandi District under IDF for the year 2025-26.,Please refer Tender documents. ,NA ,"12,71,153",Civil Works - Others,Improvement work ,Tender,90.0,90.0,Golamunda,766016.0,NA ,NA ,NA ,"O/o the SE, M.I. Division, Kalahandi, Bhawanipatna",No ,No,22-Dec-2025 11:00 AM,01-Jan-2026 11:00 AM,22-Dec-2025 11:00 AM,31-Dec-2025 05:30 PM,22-Dec-2025 11:00 AM ,29-Dec-2025 05:00 PM ,22-Dec-2025 11:00 AM,31-Dec-2025 05:30 PM,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"License, GSTIN, PAN, Affidavit, EMDs, Paper cost, no relation certificate etc as per DTCN","CE,Minor Irrigation,BBSR||SEKBKMIC-BHAWANIPATNA||KALAHANDI",SE MID BPT 08/2025-26,2025_CEMIB_123561_3,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,"6,000",0.0,Nil,Nil,No,"SE, M.I. Division, Kalahandi, Bhawanipatna","SE, M.I. Division, Kalahandi, Bhawanipatna",AOC
,,,,,,2,3332523,AKASH AGRAWAL,30-Dec-2025 09:48 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,3,3341004,AMILAL NAIK,31-Dec-2025 10:07 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,4,3335804,BALLABHI SENAPATI,31-Dec-2025 09:27 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,5,3334093,CHANCHAL AGRAWAL,28-Dec-2025 05:42 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,6,3337953,DAMBARUDHAR DEEP,29-Dec-2025 08:15 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,7,3339405,GANGADHAR PADHAN,31-Dec-2025 02:52 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,8,3341242,MAHENDRA NAIK,31-Dec-2025 01:52 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,9,3334221,PRATAP KISHOR NAIK,30-Dec-2025 07:30 PM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,10,3341003,PRIYANKA PUROHIT,31-Dec-2025 10:36 AM,Rejected-AOC,Rejected by Lottery,12-Feb-2026 05:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
