Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated On :,Financial Bid Opening Date:,Document :,Type :,Summary :,Updated By :.1,Updated On :.1,Document :.1,BOQ Comparative Chart :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Type :.1,Summary :.1,Updated By :.3,Updated On :.2,Document :.2,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated on :.1,Document :.3,Tender Stage,Cover No,Cover,Document Type,Description,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,S.No,Bank Name,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Name,Address,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Tender Stage
SE,Internal,,Ashok Kumar Sethi,04-Sep-2025 02:01 PM,04-Sep-2025 02:05 PM,techsummary_547962.pdf (2588.31 KB),Finance,summary,Ashok Kumar Sethi,20-Sep-2025 09:22 AM,finance_547962.pdf,BOQ Comparative Chart,22-Feb-2026,"INR 6,085,358.59",180.0,Ashok Kumar Sethi,22-Feb-2026 10:31 PM,finance_547962.pdf (208.00 KB),1,3037568,Akshaya Kumar swain,15-Aug-2025 10:10 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,1.0,3037298.0,DIBYA RANJAN ROUT,INR,"6,085,358.59",Technical,SUMMARY,Ashok Kumar Sethi,04-Sep-2025 01:29 PM,technical_547962.pdf,"CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",2025_CEMIB_116312_2,e- Procurement Notice Bid Identification No-05/MIDA/2025-26,Construction of Sahenaghutu Check Dam in Anandapur block of Keonjhar District under MATY scheme for the year 2025-26,SE,Internal,,Ashok Kumar Sethi,20-Sep-2025 09:31 AM,finsummary_547962.pdf (191.21 KB),AOC,1.0,Fee/PreQual/Technical,.pdf,"License, PAN, GST, EMD, Affidavits,Other relevant documents as per DTCN","CE,Minor Irrigation,BBSR||SE,Eastern Minor Irr.Circle,Keonjhar||M I Division Anandapur",e- Procurement Notice Bid Identification No-05/MIDA/2025-26,2025_CEMIB_116312_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,01-Aug-2025 10:00 AM,18-Aug-2025 10:00 AM,01-Aug-2025 10:10 AM,16-Aug-2025 05:00 PM,NA ,NA ,01-Aug-2025 10:15 AM,16-Aug-2025 05:00 PM,04-Sep-2025 02:05 PM,1.0,ICICI BANK,"71,600",Yes,fixed,,Nil,Nil,Construction of Sahenaghutu Check Dam in Anandapur block of Keonjhar District under MATY scheme for the year 2025-26,Construction of Sahenaghutu Check Dam in Anandapur block of Keonjhar District under MATY scheme for the year 2025-26,Please refer Tender documents. ,NA ,"71,58,000",Civil Works - Others,NA ,Rate Contract,90.0,180.0,ANANDAPUR,758020.0,NA ,NA ,NA ,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD",No ,No,SUPERINTENDING ENGINEER,"O/O THE S.E. M.I.DIVISION,ANANDAPUR, AT/PO-SALAPAD","10,000",0.0,Nil,Nil,No,AOC
,,,,,,,,,,,,,,,,,,,2,3036885,AMULYA PADHI,15-Aug-2025 01:13 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,3,3035120,ANITA NAIK,13-Aug-2025 07:17 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,4,3025508,ATISH KUMAR SAHOO,06-Aug-2025 11:56 AM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,5,3037179,BADRI NARAYAN JENA,15-Aug-2025 06:15 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,6,3036497,BHABEN KUMAR JENA,14-Aug-2025 09:13 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,7,3038144,BHAGIRATHI KHUNTIA,16-Aug-2025 01:18 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,8,3033414,BHAKTABANDHU AYACH,12-Aug-2025 03:02 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,9,3029370,BHIMASEN SETHI,11-Aug-2025 07:55 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,10,3032395,BINAYA SIBASUNDAR DHAL,11-Aug-2025 09:22 PM,Rejected-Finance,lottery,20-Sep-2025 09:31 AM,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
