Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Cover No,Cover,Document Type,Description,S.No,Bank Name,Tender Stage,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.1,Updated On :,Document :.1,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,S.No.1,Bid Number.1,Bidder Name.1,Awarded Currency,Awarded Value,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,Type :,Summary :,Updated By :.3,Updated On :.1,Document :.2,BOQ Comparative Chart :,Tender Stage
"6,000",0.0,Nil,Nil,No,"Superintending Engineer,Rural Works Division,Puri","O/o Superintending Engineer,R.W Division,Puri",Repair to SH13 to Sunapada in the District of Puri for the year 2025-26.,Repair to SH13 to Sunapada in the District of Puri for the year 2025-26.,Please refer DTCN. ,NA ,"22,69,000",Civil Works - Roads,NA ,Tender,90.0,60.0,Puri,752001.0,NA ,NA ,NA ,"O/o Superintending Engineer,R.W Division,Puri",No ,No,"22,690",Yes,fixed,,Nil,Nil,CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,Online-09 Dt. 10.10.2025,2025_CERWI_121194_74,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,14-Nov-2025 04:00 PM,26-Nov-2025 11:30 AM,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,14-Nov-2025 04:00 PM ,24-Nov-2025 01:30 PM ,14-Nov-2025 04:00 PM,25-Nov-2025 05:00 PM,1.0,Fee/PreQual/Technical/Finance,.pdf,"Cost of tender paper, EMD, APS, PAN, GSTIN, Registration Certificate and other documents as per DTCN",1.0,ICICI BANK,AOC,"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,17-Feb-2026 02:00 PM,finsummary_564167.pdf (913.91 KB),"Er.Jyoti Prakash Samal,SE",Internal,"Sri Nitesh kumar Kandhway, Smt. Kshyanaprava Mohanty, Smt. Rina Kumari Sasmal, Smt Ipsita Patra,Sri Raj Kishore Pal",Jyoti Prakash Samal,17-Feb-2026 01:54 PM,techsummary_564167.pdf (913.91 KB),1,3250018,BASANTA KUMAR MOHANTY,24-Nov-2025 12:19 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Cancelled GSTIN in online GST portal.,22-Dec-2025 06:52 PM,1.0,3246358.0,MANAS BHUJABAL,INR,"2,269,555",CE RW I||RWCIRCLE-BHUBANESWAR||RWDIVISION-PURI,2025_CERWI_121194_74,Online-09 Dt. 10.10.2025,Repair to SH13 to Sunapada in the District of Puri for the year 2025-26.,17-Feb-2026,"INR 2,269,555",60.0,Jyoti Prakash Samal,17-Feb-2026 02:03 PM,Sunapada.pdf (914.00 KB),Finance,23 nos biddere are admitted for finalisation.,Rina Kumari Sasmal,22-Dec-2025 06:52 PM,,BOQ Comparative Chart,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,.xls,Bill of Quantity,2.0,ICICI NEFT/RTGS,AOC,,,,,,,,,,,,,2,3253747,DD Enterprisers,25-Nov-2025 12:37 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,3246165,DIBYA RANJAN PRADHAN,22-Nov-2025 01:16 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,3254096,DIGAMBER SWAIN,25-Nov-2025 01:24 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,3246559,DIPTIRANJAN PATRA,22-Nov-2025 04:30 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,3246446,KISHOR KUMAR SWAIN,22-Nov-2025 03:30 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,3250766,LOKANATH SAHOO,24-Nov-2025 01:58 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,3251246,MAMATA SRICHANDAN,24-Nov-2025 04:33 PM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,3246358,MANAS BHUJABAL,22-Nov-2025 02:11 PM,Accepted-AOC,"He is the 1st successful lottery winner, so his rate is accepted and awarded.",17-Feb-2026 02:03 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,3253455,MANAS RANJAN RAUT,25-Nov-2025 11:38 AM,Rejected-Finance,"As 1st successful lottery winner is accepted, hence others are considered as rejected.",17-Feb-2026 02:00 PM,,,,,,,,,,,,,,,,,,,,,,AOC
