Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,S.No,Bank Name,Cover No,Cover,Document Type,Description,Tender Stage,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :,Updated on :,Document :,Type :,Summary :,Updated By :.1,Updated On :,Document :.1,BOQ Comparative Chart :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,Contract Date :,Total Contract Value :,Work Completion Period in days :,Updated By :.2,Updated on :.1,AOC document :,AOC Description :,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
"6,000",0.0,Nil,Nil,No,Superintending Engineer,"R.W.Division, Jharsuguda",S/R to N.H-200 to Persian road for the year 2025-26.,S/R to N.H-200 to Persian road for the year 2025-26.,Please refer Tender documents. ,NA ,"37,49,341",Civil Works - Roads,NA ,Tender,90.0,90.0,Jharsuguda,768204.0,NA ,NA ,NA ,"R.W.Division, Jharsuguda",No ,No,"37,493",Yes,percentage,1.0%,Nil,Nil,18-Nov-2025 05:00 PM,26-Nov-2025 11:00 AM,18-Nov-2025 05:00 PM,25-Nov-2025 05:00 PM,18-Nov-2025 05:00 PM ,21-Nov-2025 05:00 PM ,18-Nov-2025 05:00 PM,25-Nov-2025 05:00 PM,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,Online - SEJSG 08 of 2025-26,2025_CERWI_121373_2,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,ICICI BANK,1.0,Fee/PreQual/Technical/Finance,.pdf,"Registration Certificate, PAN,GSTN No. EMD, Affidavit Online Cost of tender paper etc. as per DTCN",AOC,CE RW I||RW-CIRCLE-SUNDARGARH||RW-Division-Jharsuguda,2025_CERWI_121373_2,Online - SEJSG 08 of 2025-26,S/R to N.H-200 to Persian road for the year 2025-26.,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,26-Dec-2025 04:01 PM,finsummary_565024.pdf (25.84 KB),Finance,Admitted,Pratima Naik,18-Dec-2025 12:38 PM,,BOQ Comparative Chart,1.0,3245921.0,BHAWANI SANKAR DHAR,INR,"3,187,315",26-Dec-2025,"INR 3,187,315",90.0,Ashish Kumar Lenka,23-Feb-2026 12:56 PM,5037.pdf (935.00 KB),Work order for the work S/R to N.H-200 to Persian road for the year 2025-26.,1,3245921,BHAWANI SANKAR DHAR,23-Nov-2025 10:32 PM,Accepted-AOC,Successful,23-Feb-2026 12:56 PM,Superintending Engineer,Internal,"AEE, DAO, JE Estimator",Pratima Naik,20-Dec-2025 11:09 AM,techsummary_565024.pdf (25.84 KB),AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,.xls,BOQ,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3246675,M/S SASWAT ENTERPRISES,22-Nov-2025 07:06 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,3253128,NEHA BHATTACHARYA,25-Nov-2025 10:25 AM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,3254126,PRAKASH PADHEE,25-Nov-2025 02:41 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:56 PM,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,3254385,PRATIK CONSTRUCTION,25-Nov-2025 02:35 PM,Rejected-AOC,Unsuccessful,23-Feb-2026 12:56 PM,,,,,,,AOC
